,SID,ItemID,Seq,Resp
99,3,47003,17,0
100,3,46999,18,0
101,3,53982,19,0
102,3,53980,20,0
103,3,56285,21,0
104,3,62317,22,1
105,3,33898,23,0
106,3,33894,24,0
107,3,33896,25,1
108,3,26639,26,0
109,3,26637,27,1
110,3,35933,28,0
111,3,35935,29,1
112,3,35937,30,0
113,3,34096,31,0
114,3,30730,32,0
115,3,26819,33,1
116,3,60361,34,0
117,3,42453,35,0
118,3,30706,36,0
119,3,32066,37,0
120,3,33443,38,0
121,3,22803,39,1
122,3,30734,40,0
123,3,33449,41,1
124,4,41424,1,0
125,4,60361,2,1
126,4,22760,3,1
127,4,30730,4,0
128,4,42045,5,0
129,4,30179,6,1
130,4,28091,7,0
131,4,42451,8,1
132,4,60525,9,0
133,4,60636,10,1
134,4,63329,11,0
135,4,45475,12,0
136,4,29951,13,0
137,4,45457,14,0
138,4,63506,15,0
139,4,49998,16,0
140,4,52676,17,1
141,4,52670,18,1
142,4,52672,19,1
143,4,52668,20,0
144,4,61499,21,0
145,4,54562,22,1
146,4,54566,23,0
147,4,61503,24,0
148,4,56279,25,1
149,4,46463,26,0
150,4,46471,27,0
151,4,46465,28,1
152,4,46999,29,0
153,4,47011,30,0
154,4,47001,31,1
155,4,62635,32,0
156,4,32544,33,1
157,4,32540,34,0
158,4,33681,35,1
159,4,33683,36,0
160,4,26883,37,1
161,4,26885,38,1
162,4,32536,39,1
163,4,32538,40,0
164,4,32534,41,0
165,5,50002,1,0
166,5,50573,2,0
167,5,44933,3,0
168,5,45475,4,0
169,5,30081,5,0
170,5,46042,6,0
171,5,46459,7,1
172,5,46457,8,0
173,5,47342,9,0
174,5,47340,10,0
175,5,52821,11,0
176,5,52829,12,0
177,5,52831,13,0
178,5,52827,14,0
179,5,51574,15,0
180,5,51846,16,0
181,5,51854,17,0
182,5,51848,18,0
183,5,28107,19,0
184,5,59221,20,0
185,5,56195,21,0
186,5,35875,22,0
187,5,30912,23,0
188,5,31213,24,0
189,5,33892,25,0
190,5,33890,26,0
191,5,35909,27,0
192,5,37593,28,0
193,5,33898,29,1
194,5,33894,30,0
195,5,33896,31,0
196,5,29981,32,0
197,5,29993,33,0
198,5,42457,34,0
199,5,42449,35,0
200,5,30706,36,0
201,5,33391,37,0
202,5,30005,38,1
203,5,33455,39,0
204,5,30732,40,0
205,5,58458,41,0
206,6,33890,1,1
207,6,33892,2,1
208,6,26897,3,1
209,6,26893,4,1
210,6,26895,5,1
211,6,20517,6,1
212,6,20515,7,0
213,6,20513,8,1
214,6,33894,9,1
215,6,62974,10,1
216,6,30081,11,1
217,6,51766,12,0
218,6,46401,13,0
219,6,63501,14,0
220,6,63455,15,1
221,6,35712,16,1
222,6,26821,17,1
223,6,41650,18,1
224,6,42045,19,1
225,6,60482,20,1
226,6,28091,21,1
227,6,41652,22,1
228,6,23383,23,0
229,6,27781,24,1
230,6,33449,25,1
231,6,61227,26,0
232,6,54848,27,1
233,6,54846,28,1
234,6,61521,29,1
235,6,53172,30,0
236,6,53150,31,1
237,6,53176,32,1
238,6,53432,33,1
239,6,54091,34,1
240,6,61072,35,1
241,6,54095,36,1
242,6,56317,37,1
243,6,51673,38,1
244,6,51679,39,1
245,6,51663,40,1
246,6,51671,41,1
247,7,35885,1,1
248,7,37559,2,0
249,7,42527,3,0
250,7,20513,4,1
251,7,20517,5,1
252,7,20515,6,1
253,7,26893,7,0
254,7,26895,8,1
255,7,26897,9,0
256,7,29993,10,1
257,7,42045,11,0
258,7,30001,12,0
259,7,60525,13,1
260,7,41652,14,1
261,7,30005,15,0
262,7,27811,16,0
263,7,27783,17,1
264,7,27793,18,0
265,7,30750,19,0
266,7,53904,20,1
267,7,56517,21,1
268,7,53906,22,0
269,7,53908,23,1
270,7,61499,24,1
271,7,54562,25,1
272,7,54566,26,1
273,7,61503,27,0
274,7,54010,28,0
275,7,56301,29,1
276,7,54014,30,1
277,7,54012,31,0
278,7,54693,32,0
279,7,45214,33,0
280,7,47183,34,1
281,7,45212,35,0
282,7,63352,36,1
283,7,44931,37,1
284,7,29949,38,0
285,7,45459,39,1
286,7,43739,40,0
287,7,30081,41,0
288,8,46303,1,1
289,8,49998,2,0
290,8,29955,3,0
291,8,45459,4,0
292,8,63449,5,0
293,8,63321,6,0
294,8,53898,7,0
295,8,61148,8,1
296,8,53896,9,0
297,8,56400,10,0
298,8,53174,11,0
299,8,60553,12,1
300,8,53178,13,0
301,8,53180,14,0
302,8,51844,15,0
303,8,51854,16,0
304,8,51852,17,0
305,8,51580,18,0
306,8,46463,19,0
307,8,56279,20,1
308,8,61024,21,0
309,8,46465,22,1
310,8,33475,23,0
311,8,35704,24,0
312,8,60636,25,0
313,8,27805,26,0
314,8,33441,27,0
315,8,29983,28,0
316,8,28089,29,0
317,8,30710,30,0
318,8,33443,31,0
319,8,30001,32,0
320,8,32570,33,0
321,8,37925,34,0
322,8,33892,35,0
323,8,33890,36,0
324,8,33902,37,0
325,8,33906,38,0
326,8,32544,39,0
327,8,32540,40,1
328,9,51669,1,2
329,9,51671,2,0
330,9,51667,3,0
331,9,51679,4,1
332,9,61223,5,0
333,9,56305,6,1
334,9,56334,7,0
335,9,54024,8,1
336,9,52823,9,1
337,9,52829,10,1
338,9,52817,11,0
339,9,52831,12,1
340,9,54428,13,0
341,9,54430,14,0
342,9,54424,15,1
343,9,53908,16,1
344,9,37559,17,0
345,9,35885,18,1
346,9,42527,19,0
347,9,20537,20,1
348,9,20541,21,0
349,9,33902,22,1
350,9,33906,23,1
351,9,33683,24,1
352,9,33681,25,0
353,9,29937,26,0
354,9,63501,27,0
355,9,45246,28,0
356,9,44937,29,0
357,9,29939,30,1
358,9,44933,31,0
359,9,33413,32,1
360,9,29981,33,1
361,9,29993,34,1
362,9,22839,35,0
363,9,41652,36,1
364,9,42045,37,0
365,9,42461,38,0
366,9,33449,39,1
367,9,30722,40,1
368,9,59157,41,1
369,10,26895,1,0
370,10,26897,2,0
371,10,26893,3,0
372,10,20515,4,0
373,10,20517,5,1
374,10,20513,6,1
375,10,35937,7,0
376,10,35935,8,1
377,10,35933,9,0
378,10,50488,10,1
379,10,63321,11,1
380,10,43756,12,1
381,10,29957,13,0
382,10,45437,14,0
383,10,45244,15,0
384,10,42045,16,0
385,10,60361,17,1
386,10,26815,18,1
387,10,29993,19,1
388,10,42475,20,0
389,10,33413,21,1
390,10,27691,22,0
391,10,26821,23,0
392,10,58480,24,0
393,10,33449,25,0
394,10,53872,26,1
395,10,53870,27,1
396,10,53864,28,0
397,10,53862,29,0
398,10,53178,30,1
399,10,60553,31,1
400,10,53174,32,0
401,10,53172,33,0
402,10,46469,34,0
403,10,61024,35,0
404,10,46463,36,1
405,10,46471,37,0
406,10,47342,38,0
407,10,47340,39,1
408,10,56277,40,0
409,10,46457,41,1
410,11,52670,1,1
411,11,52676,2,0
412,11,52668,3,1
413,11,61533,4,0
414,11,61148,5,0
415,11,53896,6,0
416,11,56400,7,0
417,11,53898,8,0
418,11,53178,9,0
419,11,53174,10,1
420,11,53180,11,0
421,11,53150,12,0
422,11,52817,13,0
423,11,52831,14,1
424,11,61096,15,0
425,11,52823,16,0
426,11,30734,17,1
427,11,42045,18,0
428,11,33974,19,1
429,11,35712,20,0
430,11,42451,21,1
431,11,41993,22,1
432,11,22855,23,1
433,11,27805,24,1
434,11,60636,25,0
435,11,58467,26,1
436,11,37925,27,1
437,11,32570,28,1
438,11,32438,29,1
439,11,32434,30,0
440,11,32436,31,1
441,11,32544,32,1
442,11,32540,33,0
443,11,33896,34,1
444,11,33898,35,1
445,11,46303,36,0
446,11,43267,37,1
447,11,43756,38,0
448,11,63449,39,1
449,11,50486,40,0
450,11,45443,41,0
451,12,32540,1,0
452,12,32544,2,1
453,12,20541,3,0
454,12,20537,4,1
455,12,20517,5,0
456,12,20513,6,1
457,12,20515,7,1
458,12,33681,8,1
459,12,33683,9,0
460,12,41652,10,0
461,12,29983,11,0
462,12,42045,12,1
463,12,35706,13,1
464,12,26821,14,1
465,12,22839,15,1
466,12,30289,16,0
467,12,27797,17,0
468,12,30750,18,0
469,12,26395,19,0
470,12,44921,20,0
471,12,29951,21,0
472,12,43752,22,0
473,12,30081,23,0
474,12,45244,24,1
475,12,49994,25,0
476,12,47340,26,1
477,12,56277,27,0
478,12,46459,28,0
479,12,47342,29,0
480,12,61499,30,0
481,12,61503,31,0
482,12,54562,32,1
483,12,54566,33,0
484,12,51671,34,1
485,12,51667,35,1
486,12,51669,36,0
487,12,56253,37,1
488,12,60976,38,0
489,12,48206,39,0
490,12,48200,40,0
491,12,48210,41,0
492,13,26815,1,0
493,13,41642,2,1
494,13,30001,3,1
495,13,60361,4,1
496,13,26821,5,0
497,13,60369,6,1
498,13,22855,7,0
499,13,60417,8,0
500,13,60405,9,1
501,13,30708,10,0
502,13,48204,11,0
503,13,48206,12,0
504,13,48200,13,0
505,13,60976,14,1
506,13,54948,15,1
507,13,54950,16,0
508,13,54946,17,0
509,13,54942,18,0
510,13,52817,19,1
511,13,52823,20,0
512,13,52829,21,0
513,13,52831,22,1
514,13,51948,23,0
515,13,51574,24,1
516,13,51854,25,0
517,13,51852,26,0
518,13,50000,27,0
519,13,62974,28,0
520,13,63382,29,1
521,13,63457,30,1
522,13,29939,31,1
523,13,63444,32,0
524,13,33902,33,0
525,13,33906,34,0
526,13,34096,35,0
527,13,34094,36,0
528,13,34092,37,0
529,13,35909,38,0
530,13,37593,39,0
531,13,26885,40,1
532,13,26883,41,0
533,14,35907,1,0
534,14,37585,2,0
535,14,42529,3,0
536,14,26897,4,0
537,14,26893,5,0
538,14,26895,6,1
539,14,20517,7,0
540,14,20513,8,1
541,14,20515,9,0
542,14,29993,10,0
543,14,60636,11,0
544,14,41642,12,0
545,14,42045,13,1
546,14,27797,14,0
547,14,22855,15,0
548,14,33391,16,0
549,14,33475,17,0
550,14,33441,18,1
551,14,30189,19,0
552,14,43741,20,0
553,14,63504,21,0
554,14,43739,22,1
555,14,63352,23,0
556,14,63321,24,0
557,14,29955,25,0
558,14,51705,26,1
559,14,54908,27,0
560,14,51913,28,0
561,14,51938,29,1
562,14,63799,30,0
563,14,54916,31,0
564,14,48144,32,0
565,14,63796,33,0
566,14,54014,34,0
567,14,54010,35,0
568,14,54012,36,1
569,14,56301,37,0
570,14,46999,38,1
571,14,62635,39,0
572,14,47003,40,0
573,14,62633,41,0
574,15,20523,1,1
575,15,20519,2,1
576,15,33896,3,0
577,15,33898,4,0
578,15,33894,5,0
579,15,31213,6,1
580,15,30912,7,0
581,15,35935,8,1
582,15,35937,9,0
583,15,46403,10,0
584,15,63352,11,0
585,15,44923,12,0
586,15,43754,13,0
587,15,50000,14,1
588,15,29941,15,1
589,15,53884,16,1
590,15,62665,17,0
591,15,53890,18,1
592,15,61152,19,1
593,15,51667,20,0
594,15,51679,21,0
595,15,51671,22,0
596,15,51673,23,0
597,15,29399,24,1
598,15,28019,25,1
599,15,46076,26,1
600,15,29403,27,0
601,15,63827,28,0
602,15,54944,29,0
603,15,54950,30,0
604,15,54942,31,1
605,15,29981,32,0
606,15,30708,33,1
607,15,22841,34,0
608,15,30189,35,0
609,15,30740,36,1
610,15,30005,37,1
611,15,33475,38,1
612,15,42045,39,0
613,15,60405,40,1
614,15,30734,41,1
615,16,41642,1,1
616,16,60367,2,1
617,16,42011,3,0
618,16,41648,4,1
619,16,33467,5,0
620,16,42045,6,0
621,16,42453,7,1
622,16,23383,8,0
623,16,27797,9,1
624,16,30726,10,1
625,16,26897,11,1
626,16,26893,12,0
627,16,26895,13,1
628,16,31213,14,0
629,16,30912,15,0
630,16,35933,16,0
631,16,35935,17,1
632,16,35937,18,1
633,16,33902,19,1
634,16,53982,20,0
635,16,56285,21,1
636,16,53984,22,0
637,16,62317,23,0
638,16,54065,24,0
639,16,61007,25,0
640,16,54073,26,1
641,16,54075,27,1
642,16,53906,28,1
643,16,53908,29,1
644,16,53912,30,1
645,16,56517,31,1
646,16,63762,32,1
647,16,54526,33,1
648,16,54522,34,0
649,16,63764,35,0
650,16,44351,36,0
651,16,50002,37,1
652,16,44935,38,1
653,16,63447,39,0
654,16,44931,40,1
655,16,63329,41,1
656,17,35871,1,1
657,17,28107,2,1
658,17,35875,3,0
659,17,56195,4,1
660,17,52582,5,1
661,17,52584,6,1
662,17,47909,7,1
663,17,56517,8,1
664,17,53908,9,1
665,17,53906,10,1
666,17,53904,11,1
667,17,61499,12,1
668,17,54566,13,1
669,17,54562,14,0
670,17,61503,15,0
671,17,52831,16,1
672,17,30740,17,1
673,17,32066,18,0
674,17,42045,19,0
675,17,35712,20,0
676,17,41650,21,1
677,17,60486,22,1
678,17,42465,23,1
679,17,42449,24,1
680,17,30750,25,1
681,17,60405,26,0
682,17,32540,27,0
683,17,32544,28,0
684,17,37925,29,0
685,17,32570,30,1
686,17,35933,31,1
687,17,35937,32,0
688,17,35935,33,0
689,17,33902,34,1
690,17,33906,35,1
691,17,44929,36,0
692,17,49998,37,1
693,17,45360,38,1
694,17,45244,39,1
695,17,44351,40,0
696,17,29939,41,0
697,18,29999,1,0
698,18,41650,2,0
699,18,22839,3,0
700,18,27805,4,0
701,18,42045,5,1
702,18,23383,6,0
703,18,42465,7,0
704,18,33449,8,0
705,18,22783,9,1
706,18,30734,10,0
707,18,32570,11,1
708,18,37925,12,0
709,18,20515,13,0
710,18,20517,14,0
711,18,20513,15,0
712,18,35909,16,0
713,18,37593,17,0
714,18,32434,18,0
715,18,32436,19,0
716,18,53172,20,0
717,18,53180,21,0
718,18,53174,22,0
719,18,53150,23,0
720,18,61072,24,0
721,18,54089,25,0
722,18,54095,26,0
723,18,56317,27,0
724,18,52528,28,0
725,18,52522,29,0
726,18,52516,30,0
727,18,52518,31,0
728,18,46457,32,0
729,18,63788,33,0
730,18,47342,34,1
731,18,63785,35,1
732,18,63457,36,0
733,18,50000,37,0
734,18,44927,38,0
735,18,63321,39,1
736,18,44925,40,0
737,18,49998,41,0
738,19,63799,1,0
739,19,63796,2,0
740,19,54916,3,0
741,19,48144,4,0
742,19,61204,5,0
743,19,55060,6,0
744,19,63841,7,0
745,19,54952,8,0
746,19,60553,9,1
747,19,53174,10,0
748,19,53150,11,1
749,19,53178,12,1
750,19,51679,13,0
751,19,56253,14,0
752,19,51673,15,0
753,19,51663,16,1
754,19,26883,17,0
755,19,26885,18,0
756,19,33377,19,1
757,19,33375,20,0
758,19,31978,21,0
759,19,41640,22,1
760,19,41638,23,0
761,19,41636,24,0
762,19,33906,25,1
763,19,30079,26,1
764,19,50488,27,0
765,19,63441,28,1
766,19,45437,29,1
767,19,44935,30,0
768,19,44925,31,0
769,19,27791,32,0
770,19,42463,33,0
771,19,30730,34,1
772,19,60369,35,1
773,19,41424,36,1
774,19,60367,37,1
775,19,42045,38,0
776,19,33441,39,0
777,19,30750,40,0
778,19,33401,41,1
779,20,33375,1,1
780,20,31978,2,0
781,20,33377,3,1
782,20,26895,4,1
783,20,26893,5,0
784,20,26897,6,0
785,20,32544,7,0
786,20,32540,8,0
787,20,33898,9,1
788,20,27723,10,0
789,20,42045,11,0
790,20,41646,12,1
791,20,42465,13,0
792,20,41424,14,0
793,20,42475,15,1
794,20,33433,16,0
795,20,30189,17,0
796,20,30708,18,0
797,20,30744,19,0
798,20,53178,20,1
799,20,53172,21,0
800,20,53174,22,1
801,20,53180,23,0
802,20,54069,24,1
803,20,61007,25,0
804,20,54075,26,0
805,20,61009,27,0
806,20,54091,28,1
807,20,61072,29,0
808,20,54085,30,1
809,20,54089,31,0
810,20,47003,32,0
811,20,46999,33,1
812,20,47005,34,0
813,20,47001,35,1
814,20,29939,36,1
815,20,63451,37,0
816,20,44925,38,0
817,20,63457,39,1
818,20,46403,40,0
819,20,45457,41,0
820,21,29811,1,0
821,21,29943,2,0
822,21,29951,3,0
823,21,63329,4,0
824,21,49998,5,0
825,21,44931,6,0
826,21,26637,7,0
827,21,26639,8,0
828,21,32538,9,0
829,21,32536,10,1
830,21,32534,11,0
831,21,26893,12,0
832,21,26897,13,0
833,21,26895,14,0
834,21,41640,15,0
835,21,56279,16,0
836,21,61024,17,0
837,21,46463,18,0
838,21,46471,19,0
839,21,52670,20,1
840,21,52672,21,0
841,21,52676,22,0
842,21,52668,23,0
843,21,52831,24,0
844,21,52823,25,0
845,21,52827,26,0
846,21,52817,27,0
847,21,51848,28,0
848,21,51850,29,0
849,21,51574,30,0
850,21,51854,31,0
851,21,35706,32,1
852,21,60403,33,1
853,21,22855,34,0
854,21,35712,35,0
855,21,60361,36,1
856,21,41652,37,0
857,21,42045,38,0
858,21,30706,39,1
859,21,32048,40,0
860,21,26293,41,0
861,22,26883,1,0
862,22,26885,2,0
863,22,32434,3,0
864,22,32436,4,1
865,22,32438,5,1
866,22,20515,6,0
867,22,20517,7,1
868,22,20513,8,0
869,22,26895,9,1
870,22,46471,10,1
871,22,56279,11,1
872,22,61024,12,0
873,22,46463,13,1
874,22,52670,14,1
875,22,52668,15,0
876,22,52676,16,0
877,22,61533,17,0
878,22,52516,18,1
879,22,52518,19,1
880,22,52512,20,1
881,22,52520,21,0
882,22,54916,22,0
883,22,63796,23,1
884,22,48144,24,0
885,22,63799,25,0
886,22,63444,26,1
887,22,63501,27,0
888,22,62974,28,1
889,22,63352,29,1
890,22,45360,30,0
891,22,46403,31,0
892,22,33972,32,1
893,22,30730,33,0
894,22,42463,34,1
895,22,42045,35,0
896,22,30740,36,1
897,22,23383,37,0
898,22,60363,38,1
899,22,58480,39,0
900,22,30191,40,0
901,22,23387,41,1
902,23,44931,1,0
903,23,63321,2,0
904,23,63457,3,0
905,23,45451,4,0
906,23,29951,5,0
907,23,29945,6,0
908,23,32570,7,0
909,23,37925,8,1
910,23,32438,9,0
911,23,32436,10,1
912,23,32434,11,0
913,23,35909,12,1
914,23,37593,13,1
915,23,31978,14,0
916,23,33377,15,1
917,23,53806,16,0
918,23,53812,17,0
919,23,53808,18,0
920,23,53810,19,0
921,23,54908,20,0
922,23,51913,21,0
923,23,51919,22,0
924,23,51707,23,0
925,23,61072,24,0
926,23,54095,25,0
927,23,54087,26,0
928,23,54089,27,0
929,23,63829,28,0
930,23,63825,29,1
931,23,63827,30,0
932,23,54946,31,0
933,23,41642,32,1
934,23,29983,33,0
935,23,59153,34,0
936,23,60365,35,0
937,23,22839,36,1
938,23,42045,37,0
939,23,22783,38,0
940,23,41993,39,1
941,23,30708,40,0
942,23,60482,41,0
943,24,44931,1,1
944,24,50000,2,1
945,24,44927,3,0
946,24,50573,4,1
947,24,29943,5,0
948,24,44917,6,1
949,24,51854,7,1
950,24,51948,8,1
951,24,51852,9,1
952,24,51574,10,1
953,24,53908,11,1
954,24,53906,12,1
955,24,56517,13,0
956,24,53904,14,1
957,24,61005,15,0
958,24,54073,16,1
959,24,61007,17,0
960,24,54065,18,1
961,24,56277,19,0
962,24,47340,20,0
963,24,63788,21,1
964,24,47342,22,1
965,24,26895,23,0
966,24,26897,24,0
967,24,26893,25,1
968,24,20523,26,1
969,24,20519,27,0
970,24,20517,28,0
971,24,20515,29,0
972,24,20513,30,1
973,24,33896,31,1
974,24,41650,32,1
975,24,29981,33,1
976,24,22855,34,1
977,24,60480,35,1
978,24,30289,36,0
979,24,42045,37,1
980,24,42477,38,1
981,24,30706,39,1
982,24,58467,40,0
983,24,29167,41,0
984,25,53872,1,0
985,25,53864,2,0
986,25,53862,3,0
987,25,53870,4,0
988,25,53434,5,0
989,25,53180,6,0
990,25,53174,7,0
991,25,60553,8,1
992,25,52831,9,0
993,25,52823,10,1
994,25,52821,11,0
995,25,52829,12,0
996,25,61024,13,0
997,25,46463,14,0
998,25,46471,15,0
999,25,46465,16,0
1000,25,30470,17,0
1001,25,33469,18,0
1002,25,27691,19,1
1003,25,60369,20,0
1004,25,42457,21,1
1005,25,41993,22,1
1006,25,42045,23,0
1007,25,42461,24,0
1008,25,33441,25,0
1009,25,27783,26,0
1010,25,31213,27,0
1011,25,30912,28,0
1012,25,33892,29,0
1013,25,33890,30,0
1014,25,26883,31,0
1015,25,26885,32,0
1016,25,35933,33,0
1017,25,35935,34,1
1018,25,35937,35,0
1019,25,63340,36,0
1020,25,43752,37,0
1021,25,63321,38,0
1022,25,45244,39,0
1023,25,63451,40,1
1024,25,63352,41,0
1025,26,51574,1,1
1026,26,51948,2,0
1027,26,51854,3,0
1028,26,51852,4,0
1029,26,53884,5,0
1030,26,61152,6,0
1031,26,53890,7,1
1032,26,62665,8,0
1033,26,53908,9,0
1034,26,53906,10,0
1035,26,56517,11,1
1036,26,53904,12,1
1037,26,46463,13,0
1038,26,56279,14,0
1039,26,46465,15,0
1040,26,46471,16,0
1041,26,35712,17,1
1042,26,41646,18,0
1043,26,22839,19,0
1044,26,42457,20,0
1045,26,30734,21,1
1046,26,42045,22,0
1047,26,22875,23,0
1048,26,33413,24,0
1049,26,30708,25,0
1050,26,26407,26,0
1051,26,34096,27,0
1052,26,34092,28,0
1053,26,34094,29,0
1054,26,25070,30,0
1055,26,22754,31,0
1056,26,22756,32,0
1057,26,37925,33,1
1058,26,32570,34,0
1059,26,41640,35,1
1060,26,44931,36,0
1061,26,45437,37,1
1062,26,29951,38,0
1063,26,43267,39,0
1064,26,46401,40,0
1065,26,29941,41,0
1066,27,35712,1,1
1067,27,33974,2,1
1068,27,41993,3,0
1069,27,29167,4,0
1070,27,60365,5,0
1071,27,42045,6,0
1072,27,41652,7,0
1073,27,22839,8,0
1074,27,33449,9,1
1075,27,30734,10,1
1076,27,37593,11,0
1077,27,35909,12,0
1078,27,32570,13,0
1079,27,37925,14,0
1080,27,33906,15,0
1081,27,33902,16,0
1082,27,20537,17,0
1083,27,20541,18,1
1084,27,43756,19,0
1085,27,45244,20,0
1086,27,29811,21,0
1087,27,45475,22,0
1088,27,44931,23,0
1089,27,29941,24,1
1090,27,29399,25,0
1091,27,28019,26,1
1092,27,46074,27,0
1093,27,46076,28,0
1094,27,47003,29,0
1095,27,62639,30,1
1096,27,47007,31,0
1097,27,46999,32,0
1098,27,53884,33,0
1099,27,62665,34,0
1100,27,53890,35,0
1101,27,61152,36,0
1102,27,56305,37,1
1103,27,61541,38,1
1104,27,61537,39,0
1105,27,56334,40,0
1106,28,53906,1,1
1107,28,53904,2,0
1108,28,56517,3,1
1109,28,53908,4,1
1110,28,51852,5,1
1111,28,51580,6,1
1112,28,51948,7,0
1113,28,51848,8,0
1114,28,52829,9,1
1115,28,61094,10,0
1116,28,52817,11,1
1117,28,52831,12,1
1118,28,61499,13,1
1119,28,54566,14,0
1120,28,61503,15,0
1121,28,54089,16,0
1122,28,42461,17,0
1123,28,33972,18,0
1124,28,29999,19,1
1125,28,30732,20,0
1126,28,41424,21,0
1127,28,60367,22,0
1128,28,22875,23,0
1129,28,42045,24,0
1130,28,22783,25,1
1131,28,32048,26,0
1132,28,37593,27,0
1133,28,35909,28,1
1134,28,33892,29,1
1135,28,33890,30,1
1136,28,31978,31,0
1137,28,33375,32,1
1138,28,33377,33,1
1139,28,33906,34,0
1140,28,33902,35,0
1141,28,63451,36,1
1142,28,50002,37,1
1143,28,43747,38,1
1144,28,45459,39,1
1145,28,43756,40,0
1146,28,50573,41,1
1147,29,37925,1,1
1148,29,32570,2,0
1149,29,32436,3,0
1150,29,32438,4,0
1151,29,32434,5,0
1152,29,34096,6,0
1153,29,34094,7,0
1154,29,34092,8,0
1155,29,32544,9,1
1156,29,63453,10,1
1157,29,46042,11,0
1158,29,44931,12,0
1159,29,43752,13,0
1160,29,44935,14,0
1161,29,44923,15,0
1162,29,53884,16,0
1163,29,62665,17,0
1164,29,53890,18,0
1165,29,53882,19,1
1166,29,46463,20,0
1167,29,46471,21,0
1168,29,56279,22,0
1169,29,46465,23,1
1170,29,53178,24,0
1171,29,53432,25,0
1172,29,53180,26,0
1173,29,60553,27,0
1174,29,53810,28,0
1175,29,53808,29,0
1176,29,53812,30,0
1177,29,53804,31,0
1178,29,33972,32,0
1179,29,30730,33,0
1180,29,42457,34,0
1181,29,41652,35,0
1182,29,58489,36,0
1183,29,42461,37,0
1184,29,42449,38,0
1185,29,60367,39,0
1186,29,60636,40,0
1187,29,33467,41,1
1188,30,63453,1,0
1189,30,45457,2,0
1190,30,45244,3,0
1191,30,43739,4,0
1192,30,29939,5,0
1193,30,63338,6,0
1194,30,42465,7,0
1195,30,41642,8,0
1196,30,30730,9,0
1197,30,42457,10,1
1198,30,42461,11,0
1199,30,41652,12,0
1200,30,30706,13,0
1201,30,30734,14,0
1202,30,26395,15,0
1203,30,30726,16,0
1204,30,53808,17,0
1205,30,53804,18,0
1206,30,53810,19,0
1207,30,53806,20,0
1208,30,61148,21,0
1209,30,53896,22,0
1210,30,56400,23,0
1211,30,53898,24,0
1212,30,53174,25,0
1213,30,53150,26,0
1214,30,53180,27,0
1215,30,53176,28,0
1216,30,54524,29,0
1217,30,63762,30,0
1218,30,54522,31,0
1219,30,63764,32,0
1220,30,20541,33,0
1221,30,20537,34,0
1222,30,37925,35,1
1223,30,32570,36,0
1224,30,33892,37,0
1225,30,33890,38,0
1226,30,41640,39,1
1227,30,41638,40,0
1228,30,41636,41,0
1229,31,52512,1,1
1230,31,52516,2,1
1231,31,52518,3,0
1232,31,52522,4,0
1233,31,53806,5,1
1234,31,53812,6,1
1235,31,53808,7,1
1236,31,53810,8,1
1237,31,61223,9,1
1238,31,56305,10,1
1239,31,56334,11,0
1240,31,61537,12,1
1241,31,61204,13,1
1242,31,54952,14,0
1243,31,63841,15,0
1244,31,55060,16,0
1245,31,44351,17,0
1246,31,43267,18,1
1247,31,29951,19,0
