SID,ItemID,Resp
S10,31976,0
S10,31974,0
S10,50002,1
S10,44933,1
S10,63451,0
S10,29955,0
S10,44927,0
S10,63453,1
S10,60365,1
S10,26817,1
S10,42045,0
S10,26819,1
S10,22875,1
S10,27805,1
S10,26407,0
S10,33413,0
S10,30754,0
S10,29167,1
S10,53884,1
S10,61152,0
S10,53890,1
S10,53882,0
S10,48200,0
S10,48204,1
S10,48206,1
S10,60976,0
S10,52670,1
S10,52672,0
S10,52676,1
S10,52668,1
S10,52584,1
S10,47909,1
S10,54942,1
S10,63829,0
S11,61072,1
S11,54089,0
S11,54087,1
S11,54085,1
S11,53434,0
S11,60553,0
S11,53176,0
S11,53174,1
S11,51948,0
S11,51846,0
S11,51854,1
S11,51852,0
S11,63827,1
S11,63825,1
S11,54944,1
S11,63829,0
S11,27811,0
S11,42045,0
S11,33471,0
S11,26819,1
S11,58458,0
S11,29983,1
S11,60361,1
S11,60363,0
S11,41652,0
S11,60405,0
S11,30912,0
S11,31213,0
S11,34102,0
S11,63279,0
S11,35939,0
S11,35919,0
S11,35923,0
S11,35921,0
S11,44001,0
S11,63501,0
S11,43739,1
S11,29955,0
S11,63651,0
S11,44933,0
S11,63453,1
S12,22756,0
S12,22754,0
S12,25070,0
S12,37415,0
S12,37419,0
S12,37417,1
S12,35941,0
S12,35945,0
S12,32536,1
S12,60365,1
S12,41642,1
S12,41424,0
S12,26815,1
S12,42045,0
S12,30750,1
S12,23383,0
S12,60417,0
S12,30706,1
S12,58467,0
S12,63382,1
S12,45244,0
S12,46303,1
S12,29811,1
S12,44931,0
S12,63321,1
S12,62613,0
S12,52512,1
S12,52522,0
S12,52516,1
S12,54073,0
S12,54065,0
S12,61005,0
S12,61007,0
S12,60553,1
S12,53176,1
S12,53174,0
S12,53178,1
S12,56279,1
S12,46471,1
S12,46463,1
S12,46465,0
S13,26819,0
S13,41642,1
S13,33475,0
S13,28091,0
S13,42465,0
S13,41993,1
S13,42461,1
S13,59161,0
S13,60636,1
S13,30734,1
S13,54848,0
S13,61227,0
S13,54846,1
S13,61225,1
S13,51667,1
S13,51679,0
S13,51671,0
S13,51673,0
S13,52817,1
S13,52823,0
S13,52829,0
S13,52831,1
S13,54908,1
S13,51707,1
S13,51913,0
S13,51938,0
S13,43741,0
S13,44937,0
S13,46299,1
S13,44931,0
S13,43752,0
S13,45459,1
S13,32426,1
S13,32424,0
S13,32422,0
S13,20541,0
S13,20537,0
S13,33906,0
S13,33902,0
S13,35885,1
S13,37559,0
S14,32538,0
S14,32536,0
S14,32534,0
S14,26897,0
S14,26893,0
S14,26895,1
S14,35560,1
S14,35558,1
S14,35556,0
S14,33413,0
S14,27791,0
S14,27691,0
S14,26819,0
S14,42045,0
S14,28089,0
S14,30005,1
S14,32018,0
S14,32066,0
S14,60484,1
S14,63352,0
S14,43739,0
S14,63459,1
S14,63457,0
S14,29941,0
S14,46042,1
S14,61072,0
S14,54087,0
S14,54095,0
S14,54091,0
S14,52817,0
S14,52831,1
S14,52829,0
S14,52823,0
S14,52670,0
S14,52676,0
S14,52668,0
S14,52672,0
S14,51669,0
S14,51679,0
S14,56253,1
S14,51663,0
S15,34086,1
S15,34084,0
S15,34088,0
S15,32426,0
S15,32424,1
S15,32422,0
S15,31213,0
S15,30912,0
S15,32434,0
S15,44931,0
S15,29951,0
S15,63382,1
S15,50000,0
S15,44921,1
S15,45246,0
S15,52518,1
S15,52522,0
S15,52512,1
S15,52516,0
S15,46471,0
S15,61024,0
S15,46463,1
S15,56279,0
S15,52670,0
S15,61533,0
S15,52676,0
S15,52668,0
S15,54942,1
S15,63825,1
S15,54944,1
S15,63829,0
S15,30730,1
S15,29983,0
S15,30706,1
S15,60369,0
S15,59161,1
S15,42045,0
S15,30708,1
S15,42451,1
S15,42461,0
S15,60482,1
S16,29993,1
S16,41652,1
S16,33391,1
S16,32048,1
S16,30686,0
S16,42045,0
S16,59153,1
S16,22875,0
S16,60403,1
S16,33471,0
S16,37419,1
S16,37415,0
S16,37417,1
S16,63279,0
S16,34102,0
S16,35939,0
S16,20517,1
S16,20513,0
S16,20515,0
S16,61499,1
S16,54566,0
S16,54562,0
S16,61503,0
S16,54848,1
S16,54846,1
S16,61225,1
S16,61521,0
S16,53174,1
S16,53176,1
S16,60553,1
S16,53150,1
S16,52516,1
S16,52520,0
S16,52522,1
S16,52518,1
S16,44927,1
S16,63451,1
S16,63382,1
S16,29947,0
S16,29943,0
S16,63321,1
S17,54010,1
S17,54014,0
S17,54584,0
S17,61515,0
S17,53908,1
S17,53904,1
S17,56517,1
S17,53906,1
S17,54085,0
S17,54095,1
S17,54089,0
S17,61072,1
S17,51663,1
S17,51673,0
S17,51679,1
S17,56253,1
S17,58480,0
S17,30001,1
S17,22855,0
S17,42045,0
S17,35712,0
S17,30730,1
S17,30189,0
S17,27811,1
S17,30722,1
S17,33441,0
S17,41638,1
S17,41636,0
S17,41640,0
S17,32510,0
S17,33926,0
S17,26315,1
S17,26311,1
S17,26313,0
S17,33902,1
S17,44351,1
S17,46403,0
S17,63501,0
S17,29955,1
S17,49998,1
S17,43756,0
S18,30736,1
S18,29993,0
S18,26407,0
S18,35706,0
S18,42045,1
S18,42463,0
S18,30740,1
S18,42457,1
S18,23387,1
S18,33441,0
S18,26895,1
S18,26893,0
S18,26897,1
S18,36343,0
S18,36339,0
S18,36341,0
S18,20541,0
S18,20537,1
S18,32426,0
S18,63799,0
S18,54916,0
S18,63796,0
S18,48144,0
S18,51667,0
S18,51671,0
S18,51673,0
S18,51679,0
S18,61204,0
S18,55060,0
S18,63841,0
S18,54952,0
S18,51705,0
S18,51919,1
S18,51938,0
S18,51707,0
S18,45451,1
S18,50486,1
S18,49994,0
S18,63451,1
S18,45246,0
S18,44927,0
S19,56334,0
S19,61537,0
S19,61223,0
S19,61541,1
S19,48204,0
S19,48200,0
S19,48206,0
S19,60976,0
S19,53432,0
S19,53174,1
S19,53434,0
S19,53150,0
S19,62665,0
S19,53890,1
S19,53884,1
S19,53882,0
S19,35917,0
S19,35915,0
S19,26637,0
S19,26639,0
S19,33375,1
S19,33377,1
S19,31978,0
S19,26895,1
S19,26893,1
S19,30081,1
S19,29941,1
S19,44935,1
S19,45360,0
S19,43756,0
S19,46401,0
S19,42045,0
S19,26821,0
S19,41642,0
S19,30742,0
S19,30734,1
S19,58467,1
S19,30740,1
S19,27783,1
S19,27805,0
S19,60361,0
S20,32436,1
S20,32434,0
S20,32438,0
S20,26895,1
S20,26893,0
S20,26897,0
S20,32572,0
S20,34104,0
S20,34181,0
S20,33972,0
S20,23387,1
S20,60525,1
S20,42045,0
S20,41424,1
S20,60636,0
S20,33413,0
S20,30005,1
S20,60363,1
S20,33401,0
S20,52512,0
S20,52522,0
S20,52518,0
S20,52516,1
S20,51574,1
S20,51852,0
S20,51854,1
S20,51948,0
S20,52584,0
S20,52582,0
S20,47909,0
S20,61024,0
S20,46463,1
S20,63801,0
S20,56279,0
S20,47340,1
S20,63382,1
S20,44935,0
S20,44929,0
S20,29941,1
S20,63459,1
S20,46303,0
S21,29811,0
S21,29943,0
S21,29951,0
S21,63329,0
S21,49998,0
S21,44931,0
S21,35945,0
S21,35941,0
S21,32538,0
S21,32536,1
S21,32534,0
S21,33890,0
S21,33892,0
S21,24990,1
S21,22758,0
S21,51854,0
S21,51574,0
S21,51852,0
S21,51850,0
S21,45212,0
S21,47183,0
S21,54693,0
S21,45214,0
S21,53958,0
S21,53898,0
S21,61148,0
S21,56400,0
S21,63799,0
S21,63796,0
S21,54916,0
S21,48144,0
S21,29993,0
S21,41646,1
S21,60359,1
S21,30586,1
S21,28091,0
S21,41652,0
S21,60369,0
S21,42045,0
S21,32018,0
S21,60417,0
S22,20541,0
S22,20537,0
S22,32434,0
S22,32436,1
S22,32438,1
S22,35560,0
S22,35556,1
S22,35558,0
S22,37415,0
S22,53898,1
S22,61148,0
S22,56400,1
S22,53958,0
S22,51574,0
S22,51852,1
S22,51854,1
S22,51846,0
S22,53180,1
S22,53434,1
S22,53178,1
S22,53174,1
S22,52829,1
S22,52831,1
S22,52821,0
S22,61096,0
S22,49990,0
S22,44925,0
S22,46042,1
S22,44935,0
S22,45246,0
S22,44931,1
S22,30730,1
S22,29993,1
S22,33443,1
S22,58467,1
S22,42045,1
S22,28089,0
S22,60367,1
S22,33413,0
S22,26293,1
S22,30700,1
S23,44931,0
S23,63321,0
S23,63457,0
S23,45451,0
S23,29951,0
S23,29945,0
S23,32570,0
S23,37925,1
S23,34052,0
S23,35887,1
S23,32546,0
S23,35909,1
S23,37593,1
S23,37559,0
S23,42527,0
S23,63799,0
S23,63796,0
S23,54916,0
S23,48144,0
S23,61072,0
S23,54091,0
S23,54089,0
S23,54095,1
S23,53808,0
S23,53806,0
S23,53804,0
S23,53810,0
S23,52510,0
S23,52516,0
S23,52524,0
S23,52512,0
S23,35712,0
S23,33415,1
S23,60367,0
S23,30750,0
S23,30005,1
S23,42045,0
S23,32066,0
S23,30001,0
S23,30722,0
S23,22803,0
S24,44931,1
S24,50000,1
S24,44927,0
S24,50573,1
S24,29943,0
S24,44917,1
S24,54091,1
S24,54087,1
S24,61072,0
S24,61068,1
S24,53898,1
S24,56400,1
S24,61148,0
S24,35875,0
S24,35871,0
S24,59221,1
S24,28107,0
S24,61541,1
S24,52512,1
S24,62613,0
S24,52510,1
S24,52528,1
S24,35921,0
S24,35919,0
S24,35923,1
S24,26885,1
S24,26883,0
S24,36343,1
S24,36339,0
S24,36341,0
S24,35891,0
S24,33449,1
S24,60547,0
S24,41642,1
S24,22855,1
S24,41650,1
S24,60363,1
S24,27811,0
S24,42461,1
S24,30758,0
S24,27793,0
S25,54422,0
S25,54428,0
S25,54430,1
S25,54424,0
S25,61024,0
S25,46471,0
S25,46463,0
S25,56279,0
S25,28107,1
S25,35871,0
S25,35875,0
S25,59221,1
S25,52831,0
S25,52817,1
S25,61096,0
S25,61094,0
S25,42045,0
S25,41650,0
S25,27811,0
S25,22841,0
S25,28091,0
S25,30706,0
S25,42453,0
S25,30738,0
S25,30708,0
S25,60484,0
S25,35935,0
S25,35937,0
S25,35933,0
S25,42591,0
S25,34106,0
S25,35891,0
S25,37561,0
S25,42529,0
S25,37585,0
S25,50486,0
S25,49990,0
S25,50000,0
S25,44921,0
S25,46042,0
S25,45484,1
S26,63799,1
S26,54916,0
S26,48144,0
S26,63796,0
S26,53972,0
S26,53974,1
S26,54534,0
S26,56283,0
S26,62665,0
S26,53884,0
S26,53890,0
S26,53882,0
S26,51671,0
S26,51679,0
S26,56253,1
S26,51673,0
S26,42465,0
S26,35712,0
S26,60525,0
S26,33475,1
S26,22783,1
S26,30740,0
S26,26821,1
S26,42045,0
S26,27797,0
S26,32018,0
S26,37417,0
S26,37415,0
S26,37419,0
S26,26311,1
S26,26315,0
S26,26313,0
S26,32544,0
S26,32540,0
S26,34052,0
S26,50573,1
S26,50743,0
S26,44925,0
S26,63455,0
S26,63352,0
S26,49994,0
S27,41642,1
S27,26819,1
S27,30758,0
S27,30732,0
S27,42459,0
S27,42045,0
S27,30706,0
S27,42475,0
S27,33449,1
S27,58467,1
S27,33681,0
S27,33683,0
S27,32570,0
S27,37925,0
S27,35556,0
S27,35560,1
S27,35558,0
S27,32540,0
S27,32544,0
S27,45459,0
S27,63449,0
S27,29811,0
S27,45437,0
S27,63321,0
S27,43739,0
S27,54087,0
S27,54085,1
S27,61068,0
S27,54091,0
S27,61024,0
S27,46463,1
S27,46465,1
S27,56279,1
S27,51852,0
S27,51948,1
S27,51574,1
S27,51854,1
S27,53984,0
S27,53980,0
S27,56285,0
S27,62317,0
S28,52670,1
S28,52676,0
S28,52668,1
S28,52672,0
S28,61225,0
S28,54846,1
S28,54848,0
S28,61521,1
S28,54942,1
S28,63827,0
S28,63825,1
S28,54946,0
S28,53808,1
S28,53804,1
S28,53810,1
S28,53812,0
S28,32048,1
S28,30730,1
S28,42045,0
S28,35712,1
S28,33393,0
S28,26821,0
S28,27805,1
S28,30758,0
S28,26293,1
S28,33471,0
S28,34106,1
S28,42591,1
S28,31976,0
S28,31974,1
S28,34086,1
S28,34084,0
S28,34088,1
S28,26315,0
S28,26313,0
S28,46042,1
S28,63321,1
S28,63329,1
S28,29951,1
S28,30045,1
S28,29955,0
S29,33906,1
S29,33902,0
S29,44001,0
S29,44005,0
S29,44003,0
S29,32536,0
S29,32534,0
S29,32538,0
S29,31976,0
S29,46303,0
S29,63321,0
S29,49998,1
S29,50573,1
S29,63459,1
S29,43754,0
S29,63799,0
S29,54916,0
S29,48144,0
S29,63796,0
S29,54422,0
S29,54430,0
S29,54424,0
S29,54428,0
S29,61499,0
S29,54562,0
S29,54566,0
S29,61503,0
S29,28019,0
S29,46078,0
S29,46074,0
S29,46076,0
S29,27791,0
S29,27723,0
S29,42465,1
S29,60363,0
S29,41652,0
S29,42045,0
S29,41993,0
S29,58467,0
S29,58489,0
S29,33467,0
S30,63453,0
S30,45457,0
S30,45244,0
S30,43739,0
S30,29939,0
S30,63338,0
S30,42465,0
S30,30730,0
S30,26815,1
S30,30740,1
S30,42449,0
S30,26407,0
S30,42045,0
S30,32066,0
S30,33467,1
S30,30734,1
S30,61007,0
S30,54075,0
S30,54065,0
S30,54073,0
S30,46465,0
S30,46463,0
S30,56279,0
S30,46471,0
S30,51574,0
S30,51846,0
S30,51854,0
S30,51852,0
S30,53974,0
S30,56283,1
S30,63835,0
S30,53972,0
S30,35560,0
S30,35556,0
S30,35558,0
S30,26311,0
S30,26313,0
S30,26315,0
S30,26895,0
S30,26897,0
S30,26893,0
S31,29399,1
S31,46074,1
S31,28019,0
S31,29401,0
S31,53896,1
S31,56400,1
S31,53898,0
S31,53958,1
S31,48200,0
S31,48206,1
S31,48204,0
S31,48210,1
S31,54075,1
S31,61007,0
S31,54073,0
S31,61009,0
S31,43267,0
S31,46042,0
S31,43756,0
S31,29951,0
S31,44917,1
S31,63455,1
S31,29991,0
S31,29993,1
S31,42459,1
S31,42011,0
S31,42045,0
S31,30708,0
S31,26821,0
S31,27793,1
S31,59161,0
S31,41652,1
S31,35933,1
S31,35935,1
S31,35937,0
S31,37419,1
S31,37415,1
S31,37417,0
S31,32570,1
S31,37925,1
S31,35945,1
S32,60415,1
S32,27805,0
S32,27791,0
S32,33449,0
S32,42045,0
S32,30740,1
S32,30289,0
S32,27783,1
S32,42461,1
S32,59159,0
S32,31976,1
S32,31974,1
S32,34084,0
S32,34086,0
S32,34088,0
S32,32436,0
S32,32434,0
S32,32438,1
S32,31213,1
S32,45475,0
S32,63444,0
S32,63459,1
S32,63451,0
S32,43756,0
S32,29941,1
S32,54948,0
S32,54988,0
S32,54946,0
S32,54950,1
S32,29399,0
S32,46074,0
S32,28019,1
S32,29401,0
S32,62665,0
S32,53890,0
S32,53882,1
S32,52829,0
S32,53870,0
S32,53872,0
S32,53862,0
S32,53864,1
S33,58101,0
S33,43267,0
S33,44917,1
S33,44935,0
S33,63321,0
S33,29939,1
S33,44005,0
S33,44003,1
S33,44001,0
S33,32426,0
S33,32424,1
S33,32422,0
S33,37593,0
S33,35909,0
S33,35560,0
S33,51574,1
S33,51948,0
S33,51852,1
S33,51580,0
S33,63799,0
S33,63796,1
S33,48144,0
S33,54916,0
S33,52670,0
S33,52676,0
S33,52672,0
S33,52668,0
S33,61225,1
S33,61227,0
S33,54848,0
S33,61521,1
S33,41652,0
S33,60531,1
S33,60636,0
S33,30730,0
S33,28091,0
S33,42045,0
S33,60363,1
S33,59153,0
S33,27797,0
S33,33401,1
S34,37925,1
S34,32570,0
S34,32572,1
S34,34181,0
S34,34104,0
S34,20541,0
S34,20537,0
S34,32426,0
S34,32424,0
S34,49994,1
S34,45475,0
S34,30079,0
S34,45437,0
S34,44931,0
S34,43739,0
S34,51948,0
S34,51574,0
S34,51854,0
S34,51844,0
S34,52670,0
S34,61533,0
S34,52672,0
S34,52668,1
S34,54950,0
S34,63825,0
S34,54942,0
S34,54948,0
S34,46463,0
S34,56279,0
S34,46465,0
S34,61024,1
S34,22875,0
S34,41642,1
S34,58467,0
S34,60367,0
S34,30730,0
S34,42045,0
S34,60363,1
S34,30706,1
S34,59157,0
S34,59161,0
S35,30730,1
S35,41646,1
S35,42449,1
S35,23387,1
S35,30289,0
S35,30726,1
S35,42045,1
S35,23383,1
S35,60486,1
S35,42477,0
S35,43756,1
S35,30045,1
S35,45443,1
S35,45360,1
S35,45244,1
S35,63459,1
S35,51669,1
S35,51671,1
S35,51667,1
S35,51679,1
S35,61225,0
S35,54846,1
S35,54848,0
S35,61227,1
S35,54522,0
S35,54524,1
S35,63762,1
S35,53812,0
S35,53804,1
S35,54205,0
S35,53810,1
S35,61098,1
S35,37699,1
S35,37079,1
S35,26311,1
S35,26315,1
S35,26313,1
S35,34104,0
S35,34181,1
S35,32572,1
S35,33890,0
S36,60480,0
S36,41642,0
S36,30730,0
S36,60367,1
S36,22855,0
S36,42045,1
S36,28091,0
S36,33413,0
S36,33449,0
S36,30726,0
S36,51854,1
S36,51852,0
S36,51574,1
S36,51948,0
S36,53898,0
S36,53958,0
S36,56400,0
S36,53896,0
S36,52829,0
S36,52823,0
S36,52831,1
S36,61098,0
S36,48210,1
S36,60976,0
S36,48200,0
S36,48204,0
S36,31213,0
S36,30912,0
S36,35917,0
S36,35915,1
S36,26315,0
S36,26311,0
S36,26313,0
S36,33892,0
S36,33890,1
S36,46299,0
S36,63352,0
S36,49998,1
S36,29951,0
S36,43267,0
S36,46403,0
S37,26315,0
S37,26311,0
S37,26313,0
S37,37419,1
S37,37415,0
S37,37417,0
S37,34052,0
S37,35887,0
S37,32546,0
S37,50000,0
S37,49998,0
S37,51766,0
S37,29955,0
S37,44931,0
S37,30079,0
S37,61007,0
S37,54065,0
S37,54075,0
S37,54069,0
S37,56279,0
S37,46463,1
S37,46465,0
S37,63801,0
S37,51574,0
S37,51948,0
S37,51854,0
S37,51846,0
S37,51552,0
S37,62299,0
S37,54908,0
S37,51707,0
S37,41652,0
S37,29993,0
S37,26821,0
S37,30706,0
S37,41642,0
S37,42461,0
S37,58467,0
S37,42045,0
S37,60359,0
S37,33455,0
S38,30005,1
S38,33449,2
S38,35712,1
S38,35706,0
S38,22855,0
S38,42463,0
S38,33413,1
S38,41993,1
S38,60407,1
S38,33479,1
S38,30081,1
S38,63444,0
S38,63457,1
S38,50002,1
S38,45437,1
S38,29811,1
S38,46471,1
S38,61024,1
S38,46469,0
S38,46463,1
S38,29399,1
S38,46074,0
S38,29401,1
S38,28019,1
S38,54916,1
S38,48144,0
S38,63796,1
S38,61072,1
S38,53870,0
S38,53872,1
S38,53864,0
S38,53862,1
S38,35909,0
S38,37593,0
S38,44001,0
S38,44003,1
S38,44005,1
S38,34052,0
S38,32546,1
S38,35887,1
S38,37585,0
S39,52584,1
S39,52582,0
S39,47909,1
S39,51574,1
S39,51854,1
S39,51852,1
S39,51846,0
S39,61007,1
S39,54075,0
S39,61005,0
S39,54073,1
S39,53172,0
S39,53176,1
S39,53150,1
S39,53174,1
S39,63801,1
S39,32422,0
S39,32426,0
S39,32424,0
S39,33683,1
S39,33681,0
S39,37415,0
S39,37417,1
S39,37419,1
S39,35921,1
S39,30189,1
S39,26407,0
S39,30730,1
S39,42449,1
S39,29993,1
S39,22855,1
S39,30740,1
S39,42045,1
S39,30744,1
S39,33449,1
S39,63321,1
S39,45455,0
S39,45246,1
S39,44935,0
S39,44929,0
S39,29949,1
S40,46299,0
S40,46042,1
S40,29955,0
S40,63455,1
S40,45246,1
S40,45244,0
S40,36343,1
S40,36339,0
S40,36341,0
S40,35919,1
S40,35923,0
S40,35921,0
S40,32544,1
S40,32540,0
S40,20517,1
S40,52584,0
S40,52582,0
S40,47909,0
S40,61024,1
S40,56279,0
S40,46465,0
S40,46463,1
S40,53972,0
S40,54534,0
S40,56283,1
S40,53974,1
S40,47340,0
S40,53988,0
S40,62317,0
S40,53980,1
S40,53982,0
S40,35712,1
S40,26815,1
S40,32048,0
S40,42045,0
S40,33413,0
S40,60486,1
S40,23383,0
S40,42463,0
S40,26821,0
S40,30750,1
S41,43745,1
S41,29811,0
S41,63441,1
S41,45437,1
S41,49998,0
S41,29955,0
S41,35560,1
S41,35556,0
S41,35558,0
S41,31974,1
S41,31976,1
S41,34044,1
S41,34040,1
S41,35923,0
S41,35921,0
S41,26407,0
S41,35712,1
S41,41642,1
S41,28089,1
S41,33475,1
S41,42045,1
S41,23383,0
S41,42011,1
S41,58508,1
S41,30744,1
S41,46074,0
S41,29399,1
S41,28019,1
S41,29401,0
S41,52584,0
S41,52582,1
S41,47909,0
S41,56279,1
S41,61024,1
S41,46463,1
S41,46465,0
S41,61007,0
S41,48204,1
S41,48206,0
S41,48200,1
S41,60976,0
S42,33890,0
S42,33892,0
S42,35933,0
S42,35935,0
S42,35937,0
S42,26893,0
S42,26895,1
S42,26897,0
S42,37561,1
S42,44931,0
S42,44935,0
S42,63651,0
S42,29955,0
S42,45437,1
S42,29941,0
S42,35181,1
S42,26815,1
S42,42045,0
S42,42477,0
S42,27783,0
S42,41993,0
S42,60636,0
S42,32066,1
S42,26821,0
S42,33441,1
S42,52584,0
S42,52582,0
S42,47909,0
S42,46463,0
S42,63801,0
S42,61024,0
S42,56279,0
S42,52516,0
S42,52522,0
S42,52512,1
S42,52518,0
S42,51667,0
S42,56253,1
S42,51679,1
S42,51663,0
S42,61493,0
S43,42731,1
S43,42729,1
S43,42733,0
S43,33892,1
S43,33890,0
S43,35560,1
S43,35556,0
S43,35558,0
S43,37417,0
S43,54848,1
S43,61225,0
S43,54846,1
S43,61521,1
S43,48204,1
S43,48206,0
S43,60976,1
S43,48200,0
S43,51574,1
S43,51580,0
S43,51948,1
S43,51850,1
S43,47340,1
S43,56277,0
S43,47342,1
S43,63788,0
S43,29993,1
S43,42045,0
S43,41652,1
