"","x"
"91",1.17982194517568
"92",-0.700296704176224
"93",0.448707484020213
"94",-0.675841338233233
"95",0.75919128802989
"96",-1.62496744499774
"97",-0.973085396806619
"98",1.14870282381858
"99",-0.760406243189936
"100",-1.53504411893012
"101",0.666395861559747
"102",-0.206459903924141
"103",0.398819489533279
"104",-1.27800439982773
"105",1.2816908496725
"106",1.96876637078469
"107",-0.696961307625939
"108",-1.41061261236818
"109",-0.52061744295966
"110",0.504151835846388
"111",0.0451891576637428
"112",-0.518167171226654
"113",-1.13228657020341
"114",-0.583128297213595
"115",-0.851822622969903
"116",0.308153648105707
"117",-5.48173323265506e-05
"118",-1.35034156119316
"119",-2.09556994918979
"120",-0.281663133121758
"121",0.308239624768315
"122",0.632239128200987
"123",-0.0100498015362146
"124",-0.843876127250229
"125",-1.28886387365665
"126",-0.620992405595154
"127",0.300972624743686
"128",-2.5210820067181
"129",-0.479390564242536
"130",-0.606134843842936
"131",-0.880023596413135
"132",0.562632308067093
"133",-1.53241946109793
"134",-1.18233206306557
"135",0.45811813448259
"136",0.199188876503634
"137",-0.878130462551244
"138",-0.330587110588083
"139",-0.544898462986298
"140",1.23105174585354
"141",-1.32786423734821
"142",0.876057344439411
"143",-0.038830434025269
"144",0.865577015680073
"145",-1.10331524584682
"146",-1.59308187727451
"147",-0.698743225601125
"148",-1.91048782731997
"149",0.972022512345113
"150",-0.916603636014692
"151",-0.066607510566419
"152",-0.991932862100432
"153",-0.623503694709623
"154",0.212768421648021
"155",-0.606873899520409
"156",-0.0161550018510827
"157",-1.00988773496617
"158",-1.21691416488858
"159",-0.602807406969756
"160",-1.7425485050915
"161",2.27879407238277
"162",-0.388020234404807
"163",0.435629511613931
"164",0.875382262459532
"165",0.662904677627165
"166",1.58298758818778
"167",-2.28987170823068
"168",-1.06947844050018
"169",0.0466418141263627
"170",-0.50646408805132
"171",-0.690969195153239
"172",0.342756020044427
"173",-1.80858342801398
"174",-0.562637245237977
"175",1.93265026332481
"176",-1.01794228328107
"177",-1.33491112896775
"178",-2.24155538522876
"179",0.244520444954721
"180",-0.605437101713547
"181",-0.692206588443213
"182",-3.33115783597504
"183",-1.87771496906514
"184",-1.80293032214415
"185",-0.324867044485461
"186",-0.235407081496235
"187",-0.847418009876173
"188",-2.21464051297806
"189",-0.701886194214428
"190",-0.642160031600716
"191",-0.248292645785899
"192",1.13880621439883
"193",-2.56674788565408
"194",0.789759858535796
"195",-1.88049111331131
"196",-0.269960552706807
"197",-1.12442718579466
"198",-0.400526553676115
"199",0.27943186705716
"200",-0.0137345807144095
"201",-1.84093461597711
"202",0.213341923574865
"203",0.717880529004258
"204",-1.0248085153878
"205",-0.378845862084252
"206",-0.747641548841662
"207",-0.97190819613438
"208",-0.40927929741346
"209",-1.19534416258996
"210",-1.6059342413753
"211",0.640544670848961
"212",-1.45779922848299
"213",0.0052751642741935
"214",0.303782776912316
"215",1.2043664380017
"216",-0.533872761712378
"217",-1.07542466166412
"218",1.47462710737948
"219",-0.395688971473559
"220",0.843298483469039
"221",-0.62725528555551
"222",-1.66178556951384
"223",0.469736184089881
"224",-1.158018944578
"225",-0.791637874286488
"226",-0.556499813671414
"227",0.0993260655079354
"228",0.610394206769667
"229",-0.609782318971572
"230",-0.000277178245977099
"231",-0.399247011047799
"232",-1.03592620438308
"233",-1.54751556443229
"234",0.318218524419103
"235",1.21888575169827
"236",1.09240921034127
"237",0.676533998195224
"238",-1.36264293452824
"239",-1.47802053126473
"240",1.29011345129514
"241",-0.065182328124317
"242",-1.0423313359738
"243",1.20598347323505
"244",0.895478816419065
"245",-1.69559933707765
"246",1.67260789303893
"247",-1.27739482048569
"248",-0.445891452584354
"249",0.587418442491541
"250",-1.60588266570711
"251",-1.41872992832293
"252",-1.888580505848
"253",-0.280925022116198
"254",0.639308647213974
"255",-1.55253049699671
"256",0.0447440942801244
"257",-0.677779489838283
"258",1.21224515075171
"259",0.730328887170798
"260",0.703456489637449
"261",0.562749798013689
"262",-0.682405662650896
"263",-1.00139778445849
"264",-0.906233936376064
"265",-0.0246951919158622
"266",2.6260850451655
"267",1.09990652824206
"268",0.334358671612232
"269",0.118291633802129
"270",-0.267335223703514
"271",0.414919298349639
"272",2.80507351891338
"273",-0.620406969622325
"274",0.217525332123264
"275",0.310354922751204
"276",-1.11653681084409
"277",-0.0878212434777832
"278",-1.21683540580275
"279",-0.20381063630451
"280",-0.0835696835286585
"281",0.38442810040449
"282",-0.397659878109041
"283",-2.27957244040481
"284",-0.0678040923885126
"285",0.376111478395604
"286",0.136843879161985
"287",-0.261014854307065
"288",-0.834541723587165
"289",-1.55528965166107
"290",-1.61578642091266
"291",-0.813349549187758
"292",-0.585768474362211
"293",0.217780703165011
"294",0.389347853298942
"295",-0.849222878844018
"296",-1.19903184721498
"297",-0.740553341558326
"298",-0.303151717400221
"299",-0.133678968866349
"300",-1.43649735818489
"301",1.29356440265036
"302",-0.28662226677456
"303",-0.552540455764414
"304",1.72324145929593
"305",-0.650633008329644
"306",-0.509785440623776
"307",-0.244485318913187
"308",-2.504205146441
"309",-1.22877490594714
"310",-0.68696544926261
"311",-0.992682049250691
"312",0.880343262979066
"313",-0.209492084869063
"314",0.872840120151568
"315",-1.45441909881676
"316",-0.563069418881545
"317",0.033152676147631
"318",-0.791119581297296
"319",1.18425631847774
"320",-1.85517926818973
"321",-1.03825861101053
"322",-0.105165479384612
"323",-0.771235422803998
"324",-0.958416999233361
"325",-0.57000401208546
"326",-1.10113485607988
"327",-1.47553056251898
"328",-1.43719731505827
"329",-2.0389100539527
"330",1.75009338691775
"331",-0.231117485949064
"332",0.815221864309597
"333",-0.211447032637884
"334",-1.08793230389043
"335",0.0427170954291652
"336",-1.72610798580044
"337",0.109204551703321
"338",0.717989461736129
"339",0.545991593612455
"340",-0.889031564146069
"341",-0.268676851287317
"342",-0.491555642119551
"343",-0.708214149599698
"344",0.0542792611582288
"345",0.539765408611622
"346",-0.669239667103678
"347",1.0946907148864
"348",-0.216481584116788
"349",-0.402036913439572
"350",1.51700139421848
"351",-1.9260398066825
"352",-0.106745424389223
"353",-0.0909776213245174
"354",-2.15228484307024
"355",-1.3263443985797
"356",2.64914375645163
"357",0.2487216289537
"358",-0.619476791124
"359",1.43963163978064
"360",-0.676284640510678
"361",-2.10272899830914
"362",-1.34142014202278
"363",0.513204705396429
"364",-3.27197173570125
"365",1.32852461878935
"366",1.05045038529639
"367",-0.575856190370717
"368",1.03464761193138
"369",0.215768565637384
"370",-2.00030394052093
"371",-2.1338651586841
"372",-1.19506934849038
"373",-1.55214624083822
"374",-0.649802412396486
"375",-0.345883657980019
"376",-0.387039878839312
"377",0.584344045229328
"378",-1.87951490027844
"379",-0.708608165033598
"380",-0.750722929625222
"381",-0.30869507198032
"382",-1.38921567523158
"383",-1.93946949925464
"384",0.00476650195934106
"385",-0.0329569970426938
"386",-1.36295073849443
"387",-1.00447117933419
"388",0.000286707702173037
"389",0.143311384969409
"390",1.31427581003654
"391",0.311771621652757
"392",-0.270050893894398
"393",0.30320562057748
"394",-0.82859292083846
"395",1.61596712642083
"396",-1.12691417568739
"397",-0.886216773099607
"398",-1.90484609746664
"399",-1.16736945973392
"400",-1.0429077774196
"401",-0.830964387942197
"402",-0.821583607352029
"403",-0.955088346650135
"404",0.142817761897702
"405",-1.08289699474034
"406",0.224969135058493
"407",-1.63702668237385
"408",-0.726226194355541
"409",0.168973845441986
"410",-0.0517284914384378
"411",-2.00305462439104
"412",-0.414853681284395
"413",0.849128438301654
"414",1.32473525669197
"415",-1.86347331785634
"416",-0.26213324028912
"417",1.10529559591041
"418",-1.19921179341231
"419",-0.124736417894048
"420",-0.8814645266182
"421",0.216008568069741
"422",0.977776702416973
"423",-2.69368122852803
"424",-0.122005827204889
"425",0.902873972614269
"426",-0.956723109292816
"427",-0.80828851680184
"428",-0.249738450451535
"429",-0.11028420485371
"430",0.0074346157954273
"431",-2.0375480981899
"432",-1.13672289074058
"433",-0.883471472815976
"434",-0.499943035281436
"435",0.279746727434687
"436",-0.742419286790417
"437",0.950514537141942
"438",0.254695186411464
"439",-0.435469574358764
"440",0.899842651599714
"441",0.639119986708085
"442",-0.371548191424268
"443",-1.47398879498141
"444",-1.79309015330944
"445",-0.96779098082387
"446",1.54843478773527
"447",-1.12374567816048
"448",-0.0618049461720102
"449",-1.2562098398237
"450",-0.582729441942898
"451",2.29360276567733
"452",-1.05376662231645
"453",0.115676376871251
"454",-2.41042153389832
"455",0.72604540864514
"456",-1.74361510047658
"457",-2.1668865981639
"458",-0.404800312549895
"459",-0.657455113923935
"460",1.40568786832882
"461",-0.0859007234005445
"462",-2.2411885113935
"463",0.211265019551862
"464",0.651183561595716
"465",-1.02636008522552
"466",0.380779108574301
"467",-1.0555119170272
"468",2.33252298404582
"469",-0.734661690377537
"470",-0.601428885923883
"471",-0.636092739268772
"472",0.353443550130418
"473",-0.142635543688004
"474",-0.847050096182769
"475",-0.653156539994942
"476",-0.69733815914234
"477",0.571495205737004
"478",-1.67501028426912
"479",-0.101043894288205
"480",0.0407466804382431
"481",-0.45710255124085
"482",-0.177925903939435
"483",0.588444683538873
"484",-1.63265695766535
"485",-0.820334393746782
"486",0.245035752784048
"487",2.31737648739075
"488",0.452077984019247
"489",0.798495836240869
"490",0.81884434924272
"491",1.39855691074799
"492",-1.71582503780168
"493",-1.17178400686256
"494",0.286999226353032
"495",-0.154713781918359
"496",-0.959318559412893
"497",0.120277176311933
"498",1.01857268918314
"499",-0.908402558140311
"500",0.517359756222658
"501",0.0510667196726852
"502",0.159029019426596
"503",-1.32194709980486
"504",-0.577451560532817
"505",1.11245113365418
"506",0.635592758713656
"507",1.12369037773778
"508",0.588908925605772
"509",0.31528474428671
"510",-1.60836263945684
"511",-0.557244397641956
"512",-1.14262918802541
"513",2.18372978191744
"514",0.475527991272242
"515",0.66995013174166
"516",-1.16488328247442
"517",-1.39624822306782
"518",0.686140589673639
"519",-0.540589598967385
"520",0.871757496186673
"521",0.777647225306591
"522",1.60078484159606
"523",-1.07843116193781
"524",-0.635572654080635
"525",-0.464592321164221
"526",0.281304655679301
"527",1.66990024702574
"528",0.00991450712933308
"529",0.577678071186485
"530",-0.00268266553490619
"531",-0.0818169279520186
"532",-1.47506614234637
"533",-0.51733766637291
"534",-1.12700740715576
"535",-1.59018937011354
"536",-0.419220453221599
"537",-0.110471878954786
"538",-2.0115799675282
"539",-0.0782446854130434
"540",0.533972885298265
"541",-0.733781557389931
"542",1.22212642495713
"543",-0.505192584547742
"544",-1.07313704892304
"545",-0.512762719031887
"546",-1.42219838015708
"547",-0.922135943765107
"548",0.645065363016285
"549",0.420279909088261
"550",-0.357968833360569
"551",-0.732471072506132
"552",0.0397524327689967
"553",-1.9995269008171
"554",0.374279544947097
"555",-0.421987825309172
"556",1.22205317272722
"557",-0.182043074934148
"558",-0.85416160545529
"559",0.113477134801539
"560",-1.35445574232739
"561",2.79517355162454
"562",0.827463916661283
"563",-0.636707550633154
"564",-1.30366988037163
"565",-3.24484193672405
"566",-0.190395689641482
"567",0.585277792478747
"568",0.940482469844621
"569",-0.395335641996722
"570",-1.03884613198933
"571",1.55447728853989
"572",2.66799437516484
"573",-0.409803653259825
"574",-0.45074728610461
"575",1.8442565633467
"576",-0.671439314483504
"577",-1.0307981252147
"578",0.37759885768905
"579",-2.59653356057863
"580",-0.372328308598731
"581",-2.78217238272057
"582",-1.93483935504277
"583",1.27288301647535
"584",-0.340143213973692
"585",0.274011650665063
"586",-1.09965472361829
"587",0.137679019360495
"588",-0.051575884682694
"589",0.0166201963647704
"590",-1.77613569719687
"591",0.70764269848345
"592",-0.151188446942752
"593",-0.38614404841994
"594",-1.57521912691096
"595",1.42615641709107
"596",-1.10567980655523
"597",-1.16546443848958
"598",-0.819382924625273
"599",-0.798623740979497
"600",0.0349817746844675
"601",1.42113767199624
"602",0.281525642263443
"603",-1.28077194390131
"604",-1.01954786001937
"605",-1.58098155045542
"606",-1.01233550785756
"607",0.76016751470751
"608",-0.368648410320949
"609",0.101113921432561
"610",-0.912826199752202
"611",-0.164042977639615
"612",-0.59081102970212
"613",-0.441562947816903
"614",1.01187277472436
"615",-0.725744905218571
"616",0.392143416163264
"617",-1.55884077774657
"618",-1.93664099156521
"619",1.23486267907801
"620",-1.42038024044743
"621",-0.892280753898204
"622",0.169814178159406
"623",-1.18898107855792
"624",0.352505327313531
"625",-0.637340424628106
"626",0.985008212284744
"627",1.14872092190967
"628",0.318258009792338
"629",0.328740328144815
"630",-1.30377570644854
"631",-0.831363884100164
"632",0.657392624947207
"633",0.69668014512849
"634",1.14204079279535
"635",-2.32076901645493
"636",-1.02692397379808
"637",-0.920140703583682
"638",-1.51193977612431
"639",-0.201003728394281
"640",-1.35382910637445
"641",-0.0725204609592989
"642",-0.206949419130555
"643",0.390631790486946
"644",-0.121378979126453
"645",0.463394984792538
"646",0.0406361274125314
"647",-1.76679785609675
"648",1.18815779620491
"649",-1.69245931535568
"650",-1.27695701456328
"651",2.56201904807996
"652",-1.44402252328717
"653",-3.75523992503615
"654",-0.0508431752539994
"655",-0.06459625391689
"656",1.79378683641689
"657",-0.971573340185667
"658",1.81969205288153
"659",-0.866326976796788
"660",1.20582799786188
"661",1.18307593160712
"662",0.660854317730842
"663",0.951303796900256
"664",0.694057423498248
"665",0.583888302703943
"666",-0.885422679912897
"667",0.25016528001003
"668",-0.438578056079057
"669",1.32970457898442
"670",-1.18650256482842
"671",-0.600219875675132
"672",-0.759735814792432
"673",0.219624380392642
"674",-1.06761071242084
"675",-0.361240715298219
"676",0.925883148312779
"677",-1.72377732857194
"678",-0.944950322991225
"679",-0.234659129923631
"680",-1.29113413620676
"681",-1.03776816151928
"682",2.04103618333961
"683",-0.586658960882237
"684",0.208947528592122
"685",0.387229479342516
"686",-2.63330387333758
"687",0.0648384073774902
"688",-1.05061423214891
"689",-0.694920180572957
"690",-0.777042455225562
"691",-0.520034278775279
"692",-0.760556880684053
"693",-0.711929982273293
"694",-1.54060933097003
"695",-0.407064902930413
"696",-1.58553416732049
"697",-0.915511535031871
"698",-1.88374239071774
"699",0.42462668195199
"700",1.39486292721132
"701",-0.24656525842283
"702",1.14465354243809
"703",0.505994145992842
"704",0.743752328707282
"705",0.339323021749287
"706",-0.49873495770038
"707",0.0323616672868093
"708",-1.87316175642615
"709",0.259902638386705
"710",0.105233285534351
"711",-0.372976921131168
"712",-2.97767594601963
"713",-0.373219976313946
"714",-3.37164445988707
"715",-1.23954656696929
"716",-2.07025819806548
"717",2.34655802678494
"718",-1.45107906335967
"719",0.0798894778651866
"720",-0.858133696418563
"721",-2.36469896513874
"722",-1.70116017608695
"723",-0.508439731124709
"724",-0.0378485634929714
"725",-0.597172536715817
"726",-1.24141150136104
"727",-1.54020370155964
"728",-1.76048864863696
"729",-1.32272189199237
"730",-1.3342011797742
"731",0.357871886085102
"732",0.2888361893126
"733",-0.660987348086851
"734",0.183373286390645
"735",-1.47283358550731
"736",-0.388178657495635
"737",-0.521004380234611
"738",-0.939621294504833
"739",0.681412571233616
"740",-1.54226070307144
"741",-0.342038937393655
"742",-0.561312678024075
"743",-0.807523769459168
"744",-0.199785318667459
"745",0.0277732948052789
"746",1.24216570084332
"747",-1.34146002761778
"748",-1.78922537320404
"749",-0.712441982373856
"750",0.237142653101974
"751",0.217621968209344
"752",0.050819966111943
"753",1.67433915091644
"754",-1.7236278781672
"755",0.0266963012285348
"756",-1.26174653855915
"757",0.0423190677704515
"758",1.21974395897388
"759",0.277579898469017
"760",0.601020193564704
"761",-3.0279855264336
"762",-1.51462074243506
"763",-0.241576838384981
"764",-1.6799012256364
"765",0.839496225644957
"766",-2.37041122958928
"767",0.522663017536857
"768",-0.785359403970009
"769",-0.515443168540688
"770",-0.649970343135339
"771",-0.28813520856593
"772",-1.54170542392533
"773",0.958189712923765
"774",1.98296388916606
"775",2.17122600808264
"776",0.303896194876059
"777",0.480016937027297
"778",-0.795757508645891
"779",-1.84139212545529
"780",-1.98734384095011
"781",-1.06109549474216
"782",-0.255814546225611
"783",-1.262829080324
"784",-0.836191110746602
"785",0.551835514465051
"786",-2.27908562690131
"787",2.25544168557717
"788",0.840118042474707
"789",-0.864211493722375
"790",0.188580179082325
"791",0.571558064462798
"792",0.135012716297484
"793",-1.96434380640568
"794",-0.441462717396266
"795",0.35066782968492
"796",0.540972528919852
"797",-0.541040501198013
"798",-2.10741835452087
"799",-1.17380458669876
"800",-1.46832701416236
"801",1.71614041203561
"802",0.0236758608170778
"803",1.73419276047181
"804",0.138933049555469
"805",-0.0124334401602996
"806",-0.335158614824107
"807",-1.1482258836435
"808",0.984486278896844
"809",-2.84847797135022
"810",-2.9967241776857
"811",-2.6886306215585
"812",-1.66406012574932
"813",0.250916421447363
"814",0.875042138107941
"815",-0.861287733577688
"816",-1.96480057086805
"817",0.443392423576412
"818",0.236374125133322
"819",-0.0131552539972736
"820",-0.733720987686103
"821",0.156420072798389
"822",-1.39715377527302
"823",-0.590056251315902
"824",-1.36093330453437
"825",0.508428913674474
"826",-0.630157410572868
"827",-0.270135728540466
"828",-1.03983647881422
"829",-0.0383961571415831
"830",0.980587731279536
"831",-0.604774206020739
"832",0.639008775868133
"833",-0.691520303584922
"834",-0.520250580985292
"835",-0.497301197929358
"836",-0.0861540504876816
"837",0.528701835646894
"838",-1.33682658079037
"839",-2.01617893190642
"840",-2.48239142818708
"841",-2.37823664064667
"842",0.286273969776269
"843",2.22404505972029
"844",-0.870467018273789
"845",-0.252304934271554
"846",0.163183420969334
"847",-2.62400696696684
"848",-0.613623724900171
"849",-1.40343747527492
"850",-0.74324282196567
"851",-1.42992124832592
"852",0.824441534629434
"853",-0.726997334497724
"854",-0.298449274380058
"855",-0.875341074542538
"856",-1.73476783502104
"857",-0.175636284493873
"858",2.53135082297238
"859",-1.15645621495171
"860",0.0922485107670786
"861",0.83300683588064
"862",-2.2128191966507
"863",0.995840485071427
"864",-1.30394996222938
"865",0.29137683959501
"866",-0.518095251453695
"867",0.968614902033612
"868",0.0705545974104616
"869",-2.16497696534518
"870",-0.406837530510994
"871",0.811078477549888
"872",-1.10569173920157
"873",-0.623522716916013
"874",-0.77240595002338
"875",-2.00710465429859
"876",0.0329122297149865
"877",0.229600931264596
"878",0.257447445052824
"879",-3.27702309485803
"880",-0.381182290480328
"881",0.376874387599484
"882",1.08025703209938
"883",-0.187675696655441
"884",1.876564636536
"885",-1.19464092806453
"886",-0.433735705205333
"887",-1.37314386974547
"888",-0.890064237298034
"889",-0.254212701766103
"890",-1.65715262239117
"891",-0.231714036106746
"892",0.281223643918871
"893",1.43625834420301
"894",0.388306036661919
"895",-0.715357419172736
"896",0.138850623499645
"897",0.338189469343664
"898",0.0192465046115211
"899",-0.740367800187937
"900",0.946399748418982
"901",-0.0234631286561078
"902",1.49177887988436
"903",-0.103914453522991
"904",-2.28076407192768
"905",1.12724598757266
"906",-0.371577284626747
"907",-4.14006691286765
"908",-0.516878624709541
"909",-0.302150178802295
"910",0.703892277239555
"911",-1.08820209879514
"912",-0.349496956254998
"913",0.134339663758924
"914",-1.53099319623419
"915",-0.963845169837581
"916",-1.41350196990027
"917",0.0430544709205766
"918",0.740041686078291
"919",1.74231506808222
"920",0.322853417223121
"921",1.43438711494813
"922",0.37259854824326
"923",-1.1859059175164
"924",-1.46292333993336
"925",-0.25460241830247
"926",-1.50789540880471
"927",0.547630656914093
"928",0.962442458508324
"929",-2.69474647287825
"930",-2.48771340086761
"931",0.502528869869022
"932",-0.229233223113235
"933",-1.22884483846979
"934",-1.05809723595878
"935",1.4934069009051
"936",-2.29006596603774
"937",-1.20753478234981
"938",-0.767895031608629
"939",0.49075603058652
"940",-0.519934676515814
"941",-2.10579728638003
"942",-0.96398235392556
"943",-1.61762525019412
"944",0.0751509443760933
"945",-1.1185080542983
"946",-0.268315122358512
"947",-1.63084974257431
"948",-1.21248954302074
"949",2.68502565419172
"950",-0.106460765009957
"951",-0.978437027541329
"952",-0.761240039994983
"953",-1.85473520276286
"954",-0.241866857367293
"955",1.44421370271408
"956",0.0876631647878356
"957",-0.586921065868237
"958",-0.866191533009288
"959",1.11026215929526
"960",-0.998893599527514
"961",-0.105328891400684
"962",-0.898738171633576
"963",0.241459370586605
"964",-1.75276088504438
"965",0.259345056111005
"966",0.0309183018484841
"967",-0.263543994562412
"968",-0.59615270633315
"969",-0.878356489171705
"970",0.608951821524157
"971",-0.745902351107999
"972",2.02255482062357
"973",0.592378585566293
"974",1.51237582750977
"975",1.14050070316972
"976",-2.46450197534728
"977",-1.17061322421763
"978",-0.301417878869453
"979",0.049779793589049
"980",1.50660201382635
"981",-0.571357951700023
"982",0.784152063692471
"983",0.308518919267847
"984",-2.80054421627426
"985",1.33290017816716
"986",-2.18709869880463
"987",-0.35635548412244
"988",-0.602341315039118
"989",-0.194679688318918
"990",-1.15694512318341
"991",-3.04829930560165
"992",-0.85788013959371
"993",0.605814698134406
"994",-0.406530884860175
"995",-2.13395868983654
"996",-1.61112088836904
"997",0.994758902113558
"998",1.01456680957808
"999",-0.719942386949826
"1000",-0.114478458297996
