,SID,ItemID,Seq,Resp
147,4,36551,24,0
148,4,26333,25,0
149,4,26353,26,0
150,4,26329,27,1
151,4,26339,28,0
152,4,43525,29,0
153,4,43531,30,1
154,4,43518,31,0
155,4,58694,32,0
156,4,25220,33,0
157,4,25046,34,0
158,4,25044,35,0
159,4,29885,36,1
160,4,29887,37,0
161,4,29881,38,1
162,4,26513,39,0
163,4,26509,40,0
164,4,26511,41,1
165,5,23166,1,0
166,5,23164,2,0
167,5,14410,3,0
168,5,22427,4,0
169,5,23213,5,0
170,5,16537,6,0
171,5,37603,7,1
172,5,37611,8,0
173,5,37609,9,0
174,5,37599,10,0
175,5,27999,11,0
176,5,27995,12,0
177,5,26712,13,0
178,5,27997,14,0
179,5,29601,15,0
180,5,58655,16,0
181,5,41530,17,0
182,5,42799,18,0
183,5,42531,19,0
184,5,42537,20,0
185,5,42533,21,0
186,5,42539,22,0
187,5,26586,23,0
188,5,31051,24,0
189,5,26584,25,0
190,5,29331,26,0
191,5,29333,27,0
192,5,29329,28,0
193,5,26594,29,0
194,5,30205,30,0
195,5,26596,31,0
196,5,51388,32,0
197,5,58974,33,0
198,5,49841,34,0
199,5,20033,35,0
200,5,59016,36,0
201,5,30768,37,0
202,5,51522,38,0
203,5,41270,39,0
204,5,58591,40,0
205,5,20163,41,0
206,6,29815,1,1
207,6,29817,2,0
208,6,30550,3,1
209,6,29333,4,0
210,6,29331,5,0
211,6,29329,6,0
212,6,29305,7,0
213,6,29849,8,0
214,6,29307,9,0
215,6,21289,10,0
216,6,12763,11,1
217,6,27755,12,1
218,6,26373,13,0
219,6,32174,14,1
220,6,32118,15,1
221,6,46885,16,1
222,6,51296,17,0
223,6,60597,18,1
224,6,42065,19,0
225,6,34010,20,2
226,6,33617,21,1
227,6,44901,22,0
228,6,36691,23,0
229,6,62427,24,0
230,6,58213,25,1
231,6,26335,26,0
232,6,26333,27,0
233,6,26339,28,0
234,6,26353,29,1
235,6,63586,30,0
236,6,63578,31,0
237,6,63580,32,0
238,6,42429,33,1
239,6,42425,34,0
240,6,43936,35,0
241,6,42435,36,1
242,6,50289,37,1
243,6,45988,38,1
244,6,42111,39,0
245,6,42117,40,1
246,6,41766,41,0
247,7,26357,1,1
248,7,21862,2,1
249,7,26899,3,0
250,7,26901,4,1
251,7,28119,5,0
252,7,27935,6,0
253,7,27937,7,0
254,7,29931,8,0
255,7,26671,9,1
256,7,51328,10,0
257,7,49841,11,1
258,7,41514,12,0
259,7,58974,13,1
260,7,58301,14,0
261,7,33603,15,0
262,7,51522,16,0
263,7,33687,17,0
264,7,20025,18,0
265,7,33234,19,0
266,7,52762,20,0
267,7,52774,21,0
268,7,52770,22,0
269,7,41474,23,1
270,7,63629,24,0
271,7,44349,25,1
272,7,44341,26,1
273,7,63631,27,0
274,7,50712,28,1
275,7,50716,29,0
276,7,41740,30,0
277,7,41750,31,1
278,7,41742,32,0
279,7,42117,33,1
280,7,45988,34,0
281,7,42111,35,0
282,7,22395,36,0
283,7,22490,37,0
284,7,29705,38,0
285,7,22502,39,0
286,7,16527,40,0
287,7,20531,41,0
288,8,13070,1,1
289,8,35291,2,0
290,8,36813,3,0
291,8,22425,4,0
292,8,21746,5,0
293,8,16575,6,0
294,8,26259,7,0
295,8,26257,8,0
296,8,27657,9,0
297,8,29663,10,0
298,8,62683,11,0
299,8,41740,12,0
300,8,41742,13,0
301,8,41750,14,0
302,8,42739,15,0
303,8,45186,16,0
304,8,47159,17,0
305,8,42735,18,0
306,8,44349,19,0
307,8,44345,20,0
308,8,42531,21,0
309,8,42539,22,1
310,8,58447,23,0
311,8,41270,24,0
312,8,51454,25,0
313,8,58572,26,0
314,8,20033,27,0
315,8,51524,28,0
316,8,43638,29,0
317,8,59014,30,0
318,8,42065,31,1
319,8,60437,32,0
320,8,29407,33,0
321,8,29409,34,0
322,8,29411,35,0
323,8,25220,36,0
324,8,25046,37,0
325,8,25044,38,0
326,8,35486,39,0
327,8,37369,40,0
328,8,36421,41,0
329,9,49001,1,1
330,9,48999,2,1
331,9,53061,3,0
332,9,47308,4,1
333,9,63604,5,0
334,9,47304,6,0
335,9,47310,7,0
336,9,49007,8,0
337,9,42093,9,0
338,9,58657,10,1
339,9,29601,11,1
340,9,41530,12,1
341,9,41462,13,1
342,9,41456,14,0
343,9,41454,15,0
344,9,41464,16,1
345,9,25257,17,1
346,9,25255,18,1
347,9,25259,19,1
348,9,26731,20,1
349,9,26727,21,0
350,9,25018,22,1
351,9,25020,23,1
352,9,29409,24,1
353,9,29407,25,1
354,9,16040,26,1
355,9,36197,27,0
356,9,36831,28,1
357,9,24595,29,0
358,9,22480,30,1
359,9,29669,31,1
360,9,21847,32,0
361,9,51436,33,0
362,9,32010,34,1
363,9,33653,35,0
364,9,36695,36,0
365,9,36691,37,0
366,9,58417,38,1
367,9,42059,39,0
368,9,62918,40,1
369,9,63152,41,1
370,10,26899,1,0
371,10,26901,2,0
372,10,28119,3,0
373,10,35480,4,0
374,10,37367,5,1
375,10,35482,6,1
376,10,27903,7,0
377,10,30209,8,1
378,10,27905,9,0
379,10,16559,10,0
380,10,35252,11,0
381,10,23152,12,0
382,10,13064,13,1
383,10,30802,14,0
384,10,35291,15,0
385,10,51424,16,1
386,10,41270,17,0
387,10,32010,18,0
388,10,58847,19,1
389,10,36703,20,0
390,10,20169,21,0
391,10,63168,22,1
392,10,42057,23,0
393,10,59022,24,1
394,10,31810,25,0
395,10,36541,26,1
396,10,58597,27,0
397,10,36535,28,1
398,10,36545,29,1
399,10,50538,30,0
400,10,50542,31,1
401,10,50546,32,0
402,10,50540,33,0
403,10,54880,34,0
404,10,54874,35,0
405,10,54488,36,1
406,10,54872,37,0
407,10,51004,38,0
408,10,51923,39,0
409,10,29663,40,0
410,10,27657,41,0
411,11,48751,1,0
412,11,48765,2,0
413,11,48761,3,1
414,11,48757,4,0
415,11,42117,5,0
416,11,42111,6,0
417,11,41550,7,0
418,11,45988,8,0
419,11,41530,9,1
420,11,42095,10,1
421,11,29601,11,0
422,11,42093,12,0
423,11,42289,13,0
424,11,48555,14,0
425,11,42291,15,0
426,11,58984,16,0
427,11,30522,17,1
428,11,36721,18,0
429,11,22896,19,0
430,11,51404,20,0
431,11,43273,21,0
432,11,60597,22,1
433,11,44901,23,1
434,11,19949,24,0
435,11,62357,25,0
436,11,58968,26,0
437,11,28119,27,0
438,11,26899,28,0
439,11,26901,29,1
440,11,28155,30,0
441,11,28151,31,0
442,11,28153,32,0
443,11,26737,33,0
444,11,26741,34,0
445,11,26739,35,0
446,11,14388,36,1
447,11,16575,37,0
448,11,30820,38,0
449,11,15362,39,0
450,11,13190,40,1
451,11,13154,41,0
452,12,26669,1,0
453,12,26671,2,0
454,12,26590,3,0
455,12,26592,4,0
456,12,26588,5,0
457,12,26767,6,1
458,12,26770,7,0
459,12,29397,8,0
460,12,29453,9,1
461,12,32010,10,0
462,12,36677,11,0
463,12,51440,12,1
464,12,60452,13,0
465,12,20169,14,0
466,12,42279,15,0
467,12,58964,16,0
468,12,33232,17,0
469,12,33647,18,0
470,12,59024,19,0
471,12,21273,20,0
472,12,21228,21,0
473,12,35256,22,0
474,12,14440,23,0
475,12,22490,24,0
476,12,20527,25,0
477,12,42533,26,0
478,12,42531,27,0
479,12,42541,28,0
480,12,42535,29,0
481,12,41814,30,1
482,12,41808,31,0
483,12,50358,32,1
484,12,41812,33,0
485,12,51077,34,0
486,12,51094,35,0
487,12,60970,36,0
488,12,54874,37,0
489,12,41742,38,0
490,12,41740,39,0
491,12,41750,40,0
492,12,41758,41,1
493,13,63152,1,0
494,13,46885,2,0
495,13,42279,3,0
496,13,46014,4,1
497,13,41514,5,0
498,13,51404,6,1
499,13,32080,7,0
500,13,41270,8,0
501,13,63168,9,0
502,13,59006,10,0
503,13,50512,11,0
504,13,50514,12,0
505,13,63393,13,0
506,13,50508,14,0
507,13,47179,15,1
508,13,63276,16,1
509,13,47173,17,0
510,13,37609,18,1
511,13,37599,19,0
512,13,37603,20,1
513,13,37611,21,0
514,13,41474,22,0
515,13,29663,23,1
516,13,27657,24,0
517,13,26253,25,0
518,13,42117,26,1
519,13,30822,27,0
520,13,32130,28,0
521,13,15902,29,0
522,13,29669,30,0
523,13,13158,31,0
524,13,21746,32,0
525,13,37367,33,1
526,13,35482,34,0
527,13,35480,35,0
528,13,35486,36,1
529,13,37369,37,0
530,13,29391,38,0
531,13,29395,39,0
532,13,29393,40,0
533,13,31764,41,0
534,14,27923,1,1
535,14,27925,2,0
536,14,27927,3,0
537,14,26767,4,0
538,14,29397,5,0
539,14,26770,6,1
540,14,30550,7,1
541,14,29815,8,1
542,14,29817,9,0
543,14,41270,10,0
544,14,42059,11,0
545,14,63166,12,1
546,14,62347,13,0
547,14,51424,14,0
548,14,43456,15,0
549,14,33595,16,0
550,14,30846,17,0
551,14,20025,18,0
552,14,62403,19,1
553,14,24595,20,0
554,14,30634,21,1
555,14,22508,22,0
556,14,22409,23,1
557,14,12753,24,0
558,14,26373,25,0
559,14,43624,26,0
560,14,37215,27,0
561,14,37213,28,0
562,14,37217,29,0
563,14,41730,30,0
564,14,41720,31,0
565,14,41724,32,0
566,14,41774,33,0
567,14,63622,34,0
568,14,50695,35,1
569,14,50699,36,0
570,14,50693,37,0
571,14,41766,38,0
572,14,41758,39,0
573,14,41762,40,0
574,14,48593,41,0
575,15,28103,1,1
576,15,28105,2,0
577,15,28101,3,0
578,15,27905,4,0
579,15,27903,5,1
580,15,30209,6,1
581,15,27579,7,0
582,15,30139,8,1
583,15,30137,9,1
584,15,14440,10,0
585,15,23219,11,0
586,15,16537,12,0
587,15,27753,13,0
588,15,16158,14,0
589,15,32208,15,0
590,15,49001,16,0
591,15,48993,17,0
592,15,50972,18,0
593,15,50974,19,0
594,15,60771,20,0
595,15,50970,21,0
596,15,52792,22,0
597,15,60853,23,0
598,15,45608,24,0
599,15,41474,25,1
600,15,51004,26,0
601,15,51923,27,0
602,15,29663,28,1
603,15,26253,29,0
604,15,27657,30,0
605,15,42111,31,0
606,15,31744,32,0
607,15,51440,33,0
608,15,33629,34,0
609,15,41468,35,0
610,15,51524,36,0
611,15,14575,37,0
612,15,20163,38,0
613,15,63172,39,0
614,15,58960,40,1
615,15,59191,41,1
616,16,45934,1,0
617,16,33232,2,1
618,16,22952,3,0
619,16,51450,4,1
620,16,30840,5,0
621,16,51524,6,0
622,16,42277,7,1
623,16,60597,8,1
624,16,60888,9,0
625,16,58974,10,0
626,16,27937,11,0
627,16,29931,12,0
628,16,27935,13,0
629,16,30610,14,1
630,16,31964,15,0
631,16,29885,16,1
632,16,29887,17,1
633,16,29881,18,0
634,16,25255,19,1
635,16,63266,20,0
636,16,49043,21,0
637,16,49031,22,0
638,16,63264,23,1
639,16,41808,24,0
640,16,50358,25,0
641,16,41812,26,1
642,16,41814,27,1
643,16,48191,28,0
644,16,60845,29,0
645,16,41740,30,1
646,16,41750,31,0
647,16,41742,32,0
648,16,58694,33,0
649,16,43531,34,1
650,16,41530,35,1
651,16,26371,36,0
652,16,35291,37,0
653,16,29839,38,1
654,16,36817,39,0
655,16,32118,40,0
656,16,22504,41,1
657,17,43624,1,1
658,17,37209,2,0
659,17,37217,3,0
660,17,37211,4,0
661,17,42295,5,1
662,17,42291,6,1
663,17,42293,7,1
664,17,48555,8,0
665,17,42735,9,0
666,17,45186,10,1
667,17,42741,11,0
668,17,47159,12,0
669,17,29601,13,1
670,17,42799,14,2
671,17,42093,15,0
672,17,58655,16,1
673,17,51308,17,0
674,17,43273,18,1
675,17,36685,19,0
676,17,58968,20,0
677,17,30846,21,0
678,17,33581,22,0
679,17,33641,23,0
680,17,36917,24,1
681,17,62365,25,1
682,17,59026,26,1
683,17,26499,27,1
684,17,26495,28,0
685,17,26497,29,0
686,17,28103,30,0
687,17,28105,31,1
688,17,28101,32,0
689,17,29881,33,1
690,17,29885,34,1
691,17,29887,35,0
692,17,24879,36,0
693,17,16040,37,0
694,17,33573,38,0
695,17,36845,39,0
696,17,32180,40,0
697,17,36813,41,0
698,18,62365,1,0
699,18,43459,2,0
700,18,36705,3,0
701,18,51803,4,0
702,18,63168,5,1
703,18,33601,6,0
704,18,36911,7,1
705,18,14569,8,0
706,18,41468,9,0
707,18,58974,10,0
708,18,29885,11,0
709,18,29881,12,0
710,18,29887,13,0
711,18,26741,14,0
712,18,26739,15,0
713,18,26737,16,0
714,18,28119,17,0
715,18,26901,18,0
716,18,26899,19,0
717,18,47179,20,0
718,18,46293,21,0
719,18,45190,22,0
720,18,41730,23,0
721,18,47308,24,1
722,18,63604,25,0
723,18,47310,26,0
724,18,47304,27,0
725,18,47833,28,0
726,18,47821,29,0
727,18,47819,30,0
728,18,41746,31,0
729,18,62683,32,0
730,18,41750,33,0
731,18,41740,34,0
732,18,42095,35,0
733,18,16575,36,0
734,18,36845,37,0
735,18,21265,38,0
736,18,16040,39,0
737,18,29669,40,1
738,18,21267,41,0
739,19,50457,1,0
740,19,44162,2,0
741,19,44164,3,0
742,19,44168,4,1
743,19,41464,5,0
744,19,41462,6,0
745,19,41460,7,1
746,19,41454,8,0
747,19,42125,9,1
748,19,42127,10,0
749,19,43510,11,0
750,19,42121,12,0
751,19,41742,13,0
752,19,62683,14,0
753,19,41778,15,0
754,19,41740,16,0
755,19,28119,17,0
756,19,26899,18,0
757,19,26901,19,1
758,19,35997,20,0
759,19,35995,21,0
760,19,26598,22,0
761,19,29335,23,0
762,19,26596,24,0
763,19,26594,25,0
764,19,27759,26,0
765,19,24595,27,0
766,19,27769,28,0
767,19,16537,29,0
768,19,29669,30,1
769,19,22446,31,1
770,19,49841,32,1
771,19,31744,33,0
772,19,33631,34,0
773,19,36695,35,0
774,19,20161,36,0
775,19,20165,37,0
776,19,33529,38,0
777,19,63717,39,1
778,19,58974,40,0
779,19,58419,41,0
780,20,27937,1,1
781,20,27935,2,0
782,20,29931,3,0
783,20,28119,4,1
784,20,26899,5,0
785,20,26901,6,0
786,20,26499,7,0
787,20,26497,8,0
788,20,26495,9,0
789,20,45934,10,0
790,20,51420,11,0
791,20,33635,12,1
792,20,36331,13,1
793,20,33599,14,0
794,20,59026,15,0
795,20,42281,16,0
796,20,58968,17,0
797,20,43541,18,0
798,20,62401,19,0
799,20,50457,20,0
800,20,44164,21,0
801,20,44168,22,0
802,20,44162,23,0
803,20,63387,24,0
804,20,42767,25,0
805,20,42769,26,0
806,20,44253,27,0
807,20,54656,28,1
808,20,43531,29,0
809,20,58694,30,0
810,20,42117,31,1
811,20,45988,32,0
812,20,42111,33,0
813,20,51004,34,0
814,20,51923,35,1
815,20,16038,36,1
816,20,23164,37,0
817,20,30822,38,0
818,20,23156,39,0
819,20,35297,40,0
820,20,29839,41,0
821,21,21746,1,0
822,21,32170,2,0
823,21,22508,3,0
824,21,27759,4,0
825,21,32178,5,0
826,21,22502,6,0
827,21,29909,7,0
828,21,29901,8,0
829,21,27973,9,1
830,21,27971,10,0
831,21,27969,11,1
832,21,29881,12,0
833,21,29885,13,0
834,21,29887,14,0
835,21,23454,15,0
836,21,47915,16,0
837,21,47919,17,0
838,21,47917,18,0
839,21,63101,19,0
840,21,42077,20,0
841,21,12819,21,0
842,21,42073,22,0
843,21,58653,23,0
844,21,44164,24,0
845,21,44162,25,0
846,21,50457,26,0
847,21,44168,27,0
848,21,29663,28,0
849,21,27657,29,0
850,21,26257,30,0
851,21,26253,31,0
852,21,43271,32,1
853,21,51388,33,0
854,21,36911,34,1
855,21,21847,35,1
856,21,58960,36,0
857,21,33651,37,0
858,21,30600,38,0
859,21,33525,39,0
860,21,59004,40,0
861,21,62347,41,1
862,22,26856,1,1
863,22,26858,2,0
864,22,26860,3,1
865,22,29297,4,1
866,22,29295,5,0
867,22,29293,6,0
868,22,28155,7,1
869,22,28153,8,0
870,22,28151,9,0
871,22,41774,10,0
872,22,41724,11,0
873,22,41720,12,1
874,22,41730,13,0
875,22,41550,14,1
876,22,42111,15,0
877,22,42117,16,0
878,22,45984,17,0
879,22,29663,18,1
880,22,27657,19,0
881,22,26259,20,0
882,22,26253,21,0
883,22,26353,22,0
884,22,26335,23,0
885,22,26329,24,1
886,22,26339,25,1
887,22,20547,26,1
888,22,36851,27,0
889,22,14442,28,0
890,22,23152,29,0
891,22,13190,30,1
892,22,36827,31,0
893,22,30846,32,0
894,22,41388,33,1
895,22,46014,34,1
896,22,44784,35,1
897,22,51322,36,0
898,22,58974,37,0
899,22,21886,38,0
900,22,33687,39,1
901,22,33234,40,1
902,22,63162,41,0
903,23,30794,1,0
904,23,23166,2,0
905,23,32118,3,0
906,23,30814,4,0
907,23,23213,5,0
908,23,30810,6,0
909,23,26509,7,0
910,23,26511,8,1
911,23,26513,9,0
912,23,26584,10,1
913,23,31051,11,1
914,23,26586,12,0
915,23,25020,13,0
916,23,25018,14,1
917,23,29831,15,1
918,23,63387,16,0
919,23,42769,17,1
920,23,42767,18,0
921,23,44253,19,0
922,23,42697,20,0
923,23,42711,21,0
924,23,42719,22,0
925,23,42701,23,0
926,23,50309,24,0
927,23,50303,25,0
928,23,50311,26,1
929,23,43531,27,1
930,23,58694,28,0
931,23,41740,29,0
932,23,41742,30,0
933,23,41750,31,0
934,23,21878,32,1
935,23,31744,33,0
936,23,33641,34,0
937,23,63168,35,0
938,23,20203,36,0
939,23,41468,37,0
940,23,41514,38,0
941,23,33599,39,0
942,23,61182,40,0
943,23,58572,41,0
944,24,30794,1,1
945,24,16575,2,1
946,24,29839,3,1
947,24,30626,4,1
948,24,22425,5,0
949,24,30796,6,0
950,24,48797,7,1
951,24,48785,8,0
952,24,63064,9,0
953,24,63584,10,1
954,24,63586,11,0
955,24,63578,12,0
956,24,63580,13,0
957,24,27657,14,0
958,24,26255,15,1
959,24,29663,16,1
960,24,26253,17,0
961,24,37771,18,1
962,24,37779,19,0
963,24,49007,20,0
964,24,41758,21,1
965,24,41762,22,0
966,24,26671,23,0
967,24,26669,24,1
968,24,29361,25,1
969,24,29363,26,1
970,24,29359,27,1
971,24,26499,28,1
972,24,26497,29,0
973,24,26495,30,0
974,24,28155,31,0
975,24,21868,32,1
976,24,58591,33,1
977,24,51436,34,0
978,24,41270,35,1
979,24,36915,36,0
980,24,44901,37,0
981,24,36721,38,0
982,24,41514,39,0
983,24,61122,40,0
984,24,58301,41,1
985,25,54662,1,0
986,25,61061,2,0
987,25,54656,3,0
988,25,54660,4,0
989,25,42293,5,0
990,25,58984,6,0
991,25,48555,7,0
992,25,42295,8,0
993,25,44168,9,0
994,25,44162,10,1
995,25,46281,11,0
996,25,44164,12,0
997,25,37779,13,0
998,25,37771,14,0
999,25,41758,15,0
1000,25,41766,16,0
1001,25,63152,17,0
1002,25,20169,18,0
1003,25,51334,19,0
1004,25,36329,20,0
1005,25,21874,21,0
1006,25,58203,22,0
1007,25,58960,23,0
1008,25,43634,24,0
1009,25,30464,25,0
1010,25,62935,26,0
1011,25,29295,27,0
1012,25,29297,28,0
1013,25,29293,29,0
1014,25,26856,30,0
1015,25,26858,31,0
1016,25,26860,32,0
1017,25,30209,33,0
1018,25,27905,34,0
1019,25,27903,35,0
1020,25,16533,36,0
1021,25,13190,37,0
1022,25,32128,38,0
1023,25,12763,39,0
1024,25,35283,40,0
1025,25,15908,41,0
1026,26,42437,1,0
1027,26,42427,2,0
1028,26,43936,3,0
1029,26,42433,4,0
1030,26,42695,5,0
1031,26,42687,6,0
1032,26,42691,7,0
1033,26,63020,8,0
1034,26,26329,9,0
1035,26,26353,10,0
1036,26,26339,11,0
1037,26,26335,12,0
1038,26,41762,13,0
1039,26,48593,14,0
1040,26,62687,15,0
1041,26,41766,16,0
1042,26,33631,17,0
1043,26,33521,18,0
1044,26,32006,19,0
1045,26,51440,20,1
1046,26,20025,21,0
1047,26,59187,22,0
1048,26,21847,23,0
1049,26,31828,24,1
1050,26,58213,25,0
1051,26,63168,26,1
1052,26,29335,27,1
1053,26,26598,28,1
1054,26,26856,29,0
1055,26,26860,30,1
1056,26,26858,31,0
1057,26,29909,32,0
1058,26,29901,33,0
1059,26,29885,34,0
1060,26,29881,35,1
1061,26,20533,36,0
1062,26,27763,37,0
1063,26,30859,38,0
1064,26,30794,39,0
1065,26,14410,40,1
1066,26,30802,41,0
1067,27,41270,1,0
1068,27,51424,2,0
1069,27,61047,3,0
1070,27,60393,4,0
1071,27,33613,5,0
1072,27,31744,6,0
1073,27,60597,7,0
1074,27,33615,8,0
1075,27,46014,9,1
1076,27,59014,10,0
1077,27,31051,11,0
1078,27,26586,12,0
1079,27,26584,13,0
1080,27,26598,14,0
1081,27,29335,15,0
1082,27,26860,16,0
1083,27,26856,17,0
1084,27,26858,18,0
1085,27,29395,19,0
1086,27,32118,20,0
1087,27,29269,21,0
1088,27,16573,22,0
1089,27,22508,23,0
1090,27,14388,24,0
1091,27,48531,25,0
1092,27,41776,26,1
1093,27,41728,27,0
1094,27,41724,28,1
1095,27,41726,29,0
1096,27,42125,30,0
1097,27,58675,31,0
1098,27,42127,32,0
1099,27,42121,33,0
1100,27,63584,34,0
1101,27,63586,35,0
1102,27,63580,36,0
1103,27,63578,37,0
1104,27,29663,38,1
1105,27,26253,39,0
1106,27,27657,40,0
1107,27,51004,41,0
1108,28,50309,1,1
1109,28,50307,2,0
1110,28,50311,3,0
1111,28,50303,4,0
1112,28,63633,5,1
1113,28,49203,6,1
1114,28,49199,7,0
1115,28,29601,8,0
1116,28,42091,9,0
1117,28,41530,10,1
1118,28,42095,11,1
1119,28,37771,12,1
1120,28,42737,13,0
1121,28,45186,14,1
1122,28,63256,15,0
1123,28,46245,16,1
1124,28,59187,17,1
1125,28,62427,18,0
1126,28,46395,19,1
1127,28,46885,20,1
1128,28,20265,21,0
1129,28,19949,22,0
1130,28,31932,23,1
1131,28,33619,24,0
1132,28,31828,25,1
1133,28,42059,26,0
1134,28,29909,27,1
1135,28,29901,28,0
1136,28,26357,29,0
1137,28,21862,30,0
1138,28,29363,31,1
1139,28,29359,32,0
1140,28,29361,33,1
1141,28,28153,34,1
1142,28,28151,35,0
1143,28,35148,36,1
1144,28,13168,37,0
1145,28,27759,38,0
1146,28,16533,39,0
1147,28,23209,40,1
1148,28,16032,41,1
1149,29,26767,1,0
1150,29,29397,2,0
1151,29,26770,3,0
1152,29,29409,4,0
1153,29,29407,5,1
1154,29,29411,6,0
1155,29,26513,7,0
1156,29,26509,8,0
1157,29,26511,9,0
1158,29,36827,10,0
1159,29,24595,11,0
1160,29,35152,12,1
1161,29,30634,13,1
1162,29,21273,14,0
1163,29,30630,15,0
1164,29,52794,16,0
1165,29,52792,17,0
1166,29,60961,18,0
1167,29,49007,19,0
1168,29,42799,20,0
1169,29,29601,21,0
1170,29,42093,22,0
1171,29,41530,23,1
1172,29,63389,24,0
1173,29,45326,25,0
1174,29,45322,26,0
1175,29,51752,27,0
1176,29,37779,28,0
1177,29,37771,29,0
1178,29,58694,30,0
1179,29,43531,31,0
1180,29,46395,32,0
1181,29,33609,33,0
1182,29,21878,34,0
1183,29,30768,35,0
1184,29,20027,36,0
1185,29,58972,37,0
1186,29,42059,38,0
1187,29,58974,39,0
1188,29,42279,40,0
1189,29,62401,41,0
1190,30,26371,1,0
1191,30,21289,2,0
1192,30,22409,3,0
1193,30,23219,4,0
1194,30,30820,5,0
1195,30,13174,6,1
1196,30,36721,7,0
1197,30,32010,8,0
1198,30,46395,9,1
1199,30,34010,10,1
1200,30,58301,11,0
1201,30,62375,12,0
1202,30,44901,13,0
1203,30,36691,14,0
1204,30,51522,15,0
1205,30,30468,16,0
1206,30,50716,17,1
1207,30,50712,18,0
1208,30,63624,19,0
1209,30,50710,20,0
1210,30,36559,21,0
1211,30,36569,22,0
1212,30,36549,23,0
1213,30,36553,24,0
1214,30,36859,25,0
1215,30,36857,26,0
1216,30,36855,27,0
1217,30,36867,28,0
1218,30,41530,29,0
1219,30,42799,30,0
1220,30,29601,31,0
1221,30,42095,32,0
1222,30,29885,33,0
1223,30,29881,34,0
1224,30,29887,35,0
1225,30,27923,36,0
1226,30,27927,37,0
1227,30,27925,38,0
1228,30,30209,39,0
1229,30,27905,40,1
1230,30,27903,41,0
1231,31,52762,1,1
1232,31,52774,2,1
1233,31,52776,3,0
1234,31,41782,4,0
1235,31,41762,5,1
1236,31,41758,6,1
1237,31,41768,7,0
1238,31,42767,8,0
1239,31,63387,9,0
1240,31,42771,10,1
1241,31,44253,11,0
1242,31,37779,12,0
1243,31,37771,13,1
1244,31,41628,14,0
1245,31,37387,15,0
1246,31,42427,16,0
1247,31,13154,17,1
